"move_id","move_name","type","category","preview_id","preview_mp4","preview_gif","source_kind","ds_move_id","animation_reference","ds_animation_path","animation_class","source_manifest"
"CORRODE","Corrode","Poison","Special","anim_0804","docs/approval/previews/mp4/anim_0804.mp4","docs/approval/previews/gif/anim_0804.gif","hg-engine-script","804","animations/hg-engine/gen8/804.s","animations/hg-engine/gen8/804.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MOVE_CRACKLE_SLAM","Crackle Slam","Electric","Physical","anim_0896","docs/approval/previews/mp4/anim_0896.mp4","docs/approval/previews/gif/anim_0896.gif","hg-engine-script","896","animations/hg-engine/gen9/896.s","animations/hg-engine/gen9/896.s","direct hg-engine DS reuse","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"MOVE_CREEPING_THORNS","Creeping Thorns","Grass","Status","anim_0541","docs/approval/previews/mp4/anim_0541.mp4","docs/approval/previews/gif/anim_0541.gif","hg-engine-script","541","animations/hg-engine/gen5/541.s","animations/hg-engine/gen5/541.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"CRIMSONSURGE","Crimson Surge","Water","Special","anim_0621","docs/approval/previews/mp4/anim_0621.mp4","docs/approval/previews/gif/anim_0621.gif","hg-engine-script","621","animations/hg-engine/gen6/621.s","animations/hg-engine/gen6/621.s","direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_PORT_FALLBACK_PASS_13.csv"
"CRYSTALRUSH","Crystal Rush","Crystal","Physical","anim_0712","docs/approval/previews/mp4/anim_0712.mp4","docs/approval/previews/gif/anim_0712.gif","hg-engine-script","712","animations/hg-engine/gen7/712.s","animations/hg-engine/gen7/712.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"CUERNARDIENTE","Cuerno Ígneo","Fire","Physical","anim_0643","docs/approval/previews/mp4/anim_0643.mp4","docs/approval/previews/gif/anim_0643.gif","hg-engine-script","643","animations/hg-engine/gen7/643.s","animations/hg-engine/gen7/643.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MOVE_CUPID_SHOT","Cupid Shot","Fairy","Physical","anim_0792","docs/approval/previews/mp4/anim_0792.mp4","docs/approval/previews/gif/anim_0792.gif","hg-engine-script","792","animations/hg-engine/gen8/792.s","animations/hg-engine/gen8/792.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MOVE_CUTSIE_SLAP","Cutsie Slap","Fairy","Physical","anim_0729","docs/approval/previews/mp4/anim_0729.mp4","docs/approval/previews/gif/anim_0729.gif","hg-engine-script","729","animations/hg-engine/gen7/729.s","animations/hg-engine/gen7/729.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"DAILYDOSE","Daily Dose","Poison","Special","anim_0485","docs/approval/previews/mp4/anim_0485.mp4","docs/approval/previews/gif/anim_0485.gif","hg-engine-script","485","animations/hg-engine/gen5/485.s","animations/hg-engine/gen5/485.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"DANZAVUDU","Danza Vudú","Poison","Special","anim_0804","docs/approval/previews/mp4/anim_0804.mp4","docs/approval/previews/gif/anim_0804.gif","hg-engine-script","804","animations/hg-engine/gen8/804.s","animations/hg-engine/gen8/804.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"PUASSOBERANAS","Dardos Reales","Poison","Physical","anim_0842","docs/approval/previews/mp4/anim_0842.mp4","docs/approval/previews/gif/anim_0842.gif","hg-engine-script","842","animations/hg-engine/gen8/842.s","animations/hg-engine/gen8/842.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"DARKMATTER","Dark Matter","Dark","Special","anim_0658","docs/approval/previews/mp4/anim_0658.mp4","docs/approval/previews/gif/anim_0658.gif","hg-engine-script","658","animations/hg-engine/gen7/658.s","animations/hg-engine/gen7/658.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MOVE_DEATHROLL","Deathroll","Water","Physical","anim_0242","docs/approval/previews/mp4/anim_0242.mp4","docs/approval/previews/gif/anim_0242.gif","platinum-base-move","242","MOVE_CRUNCH","","direct Platinum/base-era DS reuse","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"DECAYDRAIN","Decay Drain","Poison","Physical","anim_0901","docs/approval/previews/mp4/anim_0901.mp4","docs/approval/previews/gif/anim_0901.gif","hg-engine-script","901","animations/hg-engine/gen9/901.s","animations/hg-engine/gen9/901.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"DECIMATION","Decimation","Dark","Special","anim_0542","docs/approval/previews/mp4/anim_0542.mp4","docs/approval/previews/gif/anim_0542.gif","hg-engine-script","542","animations/hg-engine/gen5/542.s","animations/hg-engine/gen5/542.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"DELUGE","Deluge","Water","Physical","anim_0758","docs/approval/previews/mp4/anim_0758.mp4","docs/approval/previews/gif/anim_0758.gif","hg-engine-script","758","animations/hg-engine/gen8/758.s","animations/hg-engine/gen8/758.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MOVE_DEPLETION_BEAM","Depletion Beam","Dragon","Physical","anim_0799","docs/approval/previews/mp4/anim_0799.mp4","docs/approval/previews/gif/anim_0799.gif","hg-engine-script","799","animations/hg-engine/gen8/799.s","animations/hg-engine/gen8/799.s","direct hg-engine DS reuse","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"DESBANDADA","Desbandada","Flying","Physical","anim_0623","docs/approval/previews/mp4/anim_0623.mp4","docs/approval/previews/gif/anim_0623.gif","hg-engine-script","623","animations/hg-engine/gen6/623.s","animations/hg-engine/gen6/623.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"DESERTWHIRL","Desert Whirl","Ground","Special","anim_0851","docs/approval/previews/mp4/anim_0851.mp4","docs/approval/previews/gif/anim_0851.gif","hg-engine-script","851","animations/hg-engine/gen8/851.s","animations/hg-engine/gen8/851.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"DESERTSMARK","Desert's Mark","Ground","Status","anim_0662","docs/approval/previews/mp4/anim_0662.mp4","docs/approval/previews/gif/anim_0662.gif","hg-engine-script","662","animations/hg-engine/gen7/662.s","animations/hg-engine/gen7/662.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"DESPRENDIMIENTO","Desprendimiento","Rock","Physical","anim_0773","docs/approval/previews/mp4/anim_0773.mp4","docs/approval/previews/gif/anim_0773.gif","hg-engine-script","773","animations/hg-engine/gen8/773.s","animations/hg-engine/gen8/773.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MOVE_DEVIOUS_SHOT","Devious Shot","Dark","Physical","anim_0617","docs/approval/previews/mp4/anim_0617.mp4","docs/approval/previews/gif/anim_0617.gif","hg-engine-script","617","animations/hg-engine/gen6/617.s","animations/hg-engine/gen6/617.s","direct hg-engine DS reuse","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"MOVE_DIAMOND_ARROW","Diamond Arrow","Rock","Physical","anim_0617","docs/approval/previews/mp4/anim_0617.mp4","docs/approval/previews/gif/anim_0617.gif","hg-engine-script","617","animations/hg-engine/gen6/617.s","animations/hg-engine/gen6/617.s","direct hg-engine DS reuse","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"MOVE_DIAMOND_BLADE","Diamond Blade","Rock","Physical","anim_0015","docs/approval/previews/mp4/anim_0015.mp4","docs/approval/previews/gif/anim_0015.gif","platinum-base-move","15","MOVE_CUT","","direct Platinum/base-era DS reuse","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"DIAMONDBREATH","Diamond Breath","Rock","Special","anim_0803","docs/approval/previews/mp4/anim_0803.mp4","docs/approval/previews/gif/anim_0803.gif","hg-engine-script","803","animations/hg-engine/gen8/803.s","animations/hg-engine/gen8/803.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"DILDOCANNON","Dildo Cannon","Dragon","Physical","anim_0802","docs/approval/previews/mp4/anim_0802.mp4","docs/approval/previews/gif/anim_0802.gif","hg-engine-script","802","animations/hg-engine/gen8/802.s","animations/hg-engine/gen8/802.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"DISCORDANTSHRIEK","Discordant Shriek","Sound","Special","anim_0589","docs/approval/previews/mp4/anim_0589.mp4","docs/approval/previews/gif/anim_0589.gif","hg-engine-script","589","animations/hg-engine/gen6/589.s","animations/hg-engine/gen6/589.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"DOMAINSHIFT","Domain Shift","Qmarks","Status","anim_0481","docs/approval/previews/mp4/anim_0481.mp4","docs/approval/previews/gif/anim_0481.gif","hg-engine-script","481","animations/hg-engine/gen5/481.s","animations/hg-engine/gen5/481.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MOVE_DOUBLE_LARIAT","Double Lariat","Fighting","Physical","anim_0666","docs/approval/previews/mp4/anim_0666.mp4","docs/approval/previews/gif/anim_0666.gif","hg-engine-script","666","animations/hg-engine/gen7/666.s","animations/hg-engine/gen7/666.s","direct hg-engine DS reuse","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"DRACOJET","Draco Jet","Dragon","Physical","anim_0754","docs/approval/previews/mp4/anim_0754.mp4","docs/approval/previews/gif/anim_0754.gif","hg-engine-script","754","animations/hg-engine/gen8/754.s","animations/hg-engine/gen8/754.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MOVE_DRAKE_MISSILE","Draco Missile","Dragon","Physical","anim_0396","docs/approval/previews/mp4/anim_0396.mp4","docs/approval/previews/gif/anim_0396.gif","platinum-base-move","396","MOVE_AURA_SPHERE","","direct Platinum/base-era DS reuse","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"MOVE_DRACONIC_FANGS","Draconic Fangs","Dragon","Physical","anim_0044","docs/approval/previews/mp4/anim_0044.mp4","docs/approval/previews/gif/anim_0044.gif","platinum-base-move","44","MOVE_BITE","","direct Platinum/base-era DS reuse","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"MOVE_DRAGON_DASH","Dragon Dash","Dragon","Physical","anim_0407","docs/approval/previews/mp4/anim_0407.mp4","docs/approval/previews/gif/anim_0407.gif","platinum-base-move","407","MOVE_DRAGON_RUSH","","direct Platinum/base-era DS reuse","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"DRAGONFIST","Dragon Fist","Dragon","Physical","anim_0695","docs/approval/previews/mp4/anim_0695.mp4","docs/approval/previews/gif/anim_0695.gif","hg-engine-script","695","animations/hg-engine/gen7/695.s","animations/hg-engine/gen7/695.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MOVE_DRAGON_JAB","Dragon Jab","Dragon","Physical","anim_0224","docs/approval/previews/mp4/anim_0224.mp4","docs/approval/previews/gif/anim_0224.gif","platinum-base-move","224","MOVE_MEGAHORN","","direct Platinum/base-era DS reuse","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"DRAGONIFY","Dragonify","Dragon","Status","anim_0916","docs/approval/previews/mp4/anim_0916.mp4","docs/approval/previews/gif/anim_0916.gif","hg-engine-script","916","animations/hg-engine/gen9/916.s","animations/hg-engine/gen9/916.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MOVE_DRAIN_BRAIN","Drain Brain","Psychic","Status","anim_0671","docs/approval/previews/mp4/anim_0671.mp4","docs/approval/previews/gif/anim_0671.gif","hg-engine-script","671","animations/hg-engine/gen7/671.s","animations/hg-engine/gen7/671.s","direct hg-engine DS reuse","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"DRAINLIFE","Drain Life","Dark","Physical","anim_0749","docs/approval/previews/mp4/anim_0749.mp4","docs/approval/previews/gif/anim_0749.gif","hg-engine-script","749","animations/hg-engine/gen8/749.s","animations/hg-engine/gen8/749.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"DRAKONVOICE","Drakon Voice","Dragon","Special","anim_0731","docs/approval/previews/mp4/anim_0731.mp4","docs/approval/previews/gif/anim_0731.gif","hg-engine-script","731","animations/hg-engine/gen7/731.s","animations/hg-engine/gen7/731.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MOVE_DREAM_INVERSION","Dream Invasion","Normal","Physical","anim_0138","docs/approval/previews/mp4/anim_0138.mp4","docs/approval/previews/gif/anim_0138.gif","platinum-base-move","138","MOVE_DREAM_EATER","","direct Platinum/base-era DS reuse","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"DRENANIMA","Drenánima","Ghost","Special","anim_0828","docs/approval/previews/mp4/anim_0828.mp4","docs/approval/previews/gif/anim_0828.gif","hg-engine-script","828","animations/hg-engine/gen8/828.s","animations/hg-engine/gen8/828.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"DRUMBEAT","Drum Beat","Sound","Physical","anim_0781","docs/approval/previews/mp4/anim_0781.mp4","docs/approval/previews/gif/anim_0781.gif","hg-engine-script","781","animations/hg-engine/gen8/781.s","animations/hg-engine/gen8/781.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"DUNEGLIDER","Dune Glider","Ground","Physical","anim_0617","docs/approval/previews/mp4/anim_0617.mp4","docs/approval/previews/gif/anim_0617.gif","hg-engine-script","617","animations/hg-engine/gen6/617.s","animations/hg-engine/gen6/617.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MOVE_EARTHSPLITTER","Earthsplitter","Steel","Physical","anim_0896","docs/approval/previews/mp4/anim_0896.mp4","docs/approval/previews/gif/anim_0896.gif","hg-engine-script","896","animations/hg-engine/gen9/896.s","animations/hg-engine/gen9/896.s","direct hg-engine DS reuse","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"EBULLICIÓN","Ebullición","Water","Special","anim_0506","docs/approval/previews/mp4/anim_0506.mp4","docs/approval/previews/gif/anim_0506.gif","hg-engine-script","506","animations/hg-engine/gen5/506.s","animations/hg-engine/gen5/506.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MOVE_ECLIPSE","Eclipse","Dark","Special","anim_0464","docs/approval/previews/mp4/anim_0464.mp4","docs/approval/previews/gif/anim_0464.gif","platinum-base-move","464","MOVE_DARK_VOID","","direct Platinum/base-era DS reuse","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"MOVE_EERIE_FOG","Eerie Fog","Ghost","Status","anim_0114","docs/approval/previews/mp4/anim_0114.mp4","docs/approval/previews/gif/anim_0114.gif","platinum-base-move","114","MOVE_HAZE","","direct Platinum/base-era DS reuse","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"ELBOWDROP","Elbow Drop","Ghost","Physical","anim_0812","docs/approval/previews/mp4/anim_0812.mp4","docs/approval/previews/gif/anim_0812.gif","hg-engine-script","812","animations/hg-engine/gen8/812.s","animations/hg-engine/gen8/812.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"ELECTROARENA","Electroarena","Ground","Special","anim_0818","docs/approval/previews/mp4/anim_0818.mp4","docs/approval/previews/gif/anim_0818.gif","hg-engine-script","818","animations/hg-engine/gen8/818.s","animations/hg-engine/gen8/818.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"ELECTROBABA","Electrobaba","Electric","Special","anim_0530","docs/approval/previews/mp4/anim_0530.mp4","docs/approval/previews/gif/anim_0530.gif","hg-engine-script","530","animations/hg-engine/gen5/530.s","animations/hg-engine/gen5/530.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"ELECTROPUNZADA","Electropunzada","Electric","Physical","anim_0724","docs/approval/previews/mp4/anim_0724.mp4","docs/approval/previews/gif/anim_0724.gif","hg-engine-script","724","animations/hg-engine/gen7/724.s","animations/hg-engine/gen7/724.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"ELYSIANSHIELD","Elysian Shield","Fairy","Status","anim_0581","docs/approval/previews/mp4/anim_0581.mp4","docs/approval/previews/gif/anim_0581.gif","hg-engine-script","581","animations/hg-engine/gen6/581.s","animations/hg-engine/gen6/581.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"TERRAL","Endodrenaje","Fire","Special","anim_0598","docs/approval/previews/mp4/anim_0598.mp4","docs/approval/previews/gif/anim_0598.gif","hg-engine-script","598","animations/hg-engine/gen6/598.s","animations/hg-engine/gen6/598.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"ENEMA","Enema","Grass","Physical","anim_0741","docs/approval/previews/mp4/anim_0741.mp4","docs/approval/previews/gif/anim_0741.gif","hg-engine-script","741","animations/hg-engine/gen7/741.s","animations/hg-engine/gen7/741.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MOVE_ENERGY_WAVE","Energy Wave","Normal","Special","anim_0049","docs/approval/previews/mp4/anim_0049.mp4","docs/approval/previews/gif/anim_0049.gif","platinum-base-move","49","MOVE_SONIC_BOOM","","direct Platinum/base-era DS reuse","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"ENFRIAR","Enfriar","Ice","Status","anim_0886","docs/approval/previews/mp4/anim_0886.mp4","docs/approval/previews/gif/anim_0886.gif","hg-engine-script","886","animations/hg-engine/gen9/886.s","animations/hg-engine/gen9/886.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"ENIGMATICDASH","Enigmatic Dash","Fairy","Physical","anim_0792","docs/approval/previews/mp4/anim_0792.mp4","docs/approval/previews/gif/anim_0792.gif","hg-engine-script","792","animations/hg-engine/gen8/792.s","animations/hg-engine/gen8/792.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"EROSIONWAVE","Erosion Wave","Rock","Special","anim_0803","docs/approval/previews/mp4/anim_0803.mp4","docs/approval/previews/gif/anim_0803.gif","hg-engine-script","803","animations/hg-engine/gen8/803.s","animations/hg-engine/gen8/803.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MOVE_ESPER_WALTZ","Esper Waltz","Psychic","Special","anim_0689","docs/approval/previews/mp4/anim_0689.mp4","docs/approval/previews/gif/anim_0689.gif","hg-engine-script","689","animations/hg-engine/gen7/689.s","animations/hg-engine/gen7/689.s","direct hg-engine DS reuse","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"ETHEREALTEMPEST","Ethereal Tempest","Flying","Special","anim_0545","docs/approval/previews/mp4/anim_0545.mp4","docs/approval/previews/gif/anim_0545.gif","hg-engine-script","545","animations/hg-engine/gen5/545.s","animations/hg-engine/gen5/545.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MOVE_EXCALIBUR","Excalibur","Steel","Physical","anim_0784","docs/approval/previews/mp4/anim_0784.mp4","docs/approval/previews/gif/anim_0784.gif","hg-engine-script","784","animations/hg-engine/gen8/784.s","animations/hg-engine/gen8/784.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"EXCITE","Excite","Normal","Status","anim_0592","docs/approval/previews/mp4/anim_0592.mp4","docs/approval/previews/gif/anim_0592.gif","hg-engine-script","592","animations/hg-engine/gen6/592.s","animations/hg-engine/gen6/592.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"EXPUNGE","Expunge","Nuclear","Special","anim_0690","docs/approval/previews/mp4/anim_0690.mp4","docs/approval/previews/gif/anim_0690.gif","hg-engine-script","690","animations/hg-engine/gen7/690.s","animations/hg-engine/gen7/690.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MOVE_FAIRY_SPHERES","Fairy Spheres","Fairy","Physical","anim_0003","docs/approval/previews/mp4/anim_0003.mp4","docs/approval/previews/gif/anim_0003.gif","platinum-base-move","3","MOVE_DOUBLE_SLAP","","direct Platinum/base-era DS reuse","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"FALCONPUNCH","Falcon Punch","Flying","Physical","anim_0734","docs/approval/previews/mp4/anim_0734.mp4","docs/approval/previews/gif/anim_0734.gif","hg-engine-script","734","animations/hg-engine/gen7/734.s","animations/hg-engine/gen7/734.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"FALLOUT","Fallout","Nuclear","Status","anim_0582","docs/approval/previews/mp4/anim_0582.mp4","docs/approval/previews/gif/anim_0582.gif","hg-engine-script","582","animations/hg-engine/gen6/582.s","animations/hg-engine/gen6/582.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"FANGLEECH","Fang Leech","Dragon","Physical","anim_0802","docs/approval/previews/mp4/anim_0802.mp4","docs/approval/previews/gif/anim_0802.gif","hg-engine-script","802","animations/hg-engine/gen8/802.s","animations/hg-engine/gen8/802.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MOVE_FEMUR_BREAKER","Femur Breaker","Electric","Physical","anim_0553","docs/approval/previews/mp4/anim_0553.mp4","docs/approval/previews/gif/anim_0553.gif","hg-engine-script","553","animations/hg-engine/gen5/553.s","animations/hg-engine/gen5/553.s","direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_DIRECT_RESOLUTION_PASS_14.csv"
"FERMENTACION","Fermentación","Poison","Special","anim_0804","docs/approval/previews/mp4/anim_0804.mp4","docs/approval/previews/gif/anim_0804.gif","hg-engine-script","804","animations/hg-engine/gen8/804.s","animations/hg-engine/gen8/804.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MOVE_FERTILE_FANGS","Fertile Fangs","Grass","Physical","anim_0141","docs/approval/previews/mp4/anim_0141.mp4","docs/approval/previews/gif/anim_0141.gif","platinum-base-move","141","MOVE_LEECH_LIFE","","direct Platinum/base-era DS reuse","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"MOVE_FETCH","Fetch","Normal","Physical","anim_0226","docs/approval/previews/mp4/anim_0226.mp4","docs/approval/previews/gif/anim_0226.gif","platinum-base-move","226","MOVE_BATON_PASS","","direct Platinum/base-era DS reuse","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"FEVERPITCH","Fever Pitch","Fire","Special","anim_0874","docs/approval/previews/mp4/anim_0874.mp4","docs/approval/previews/gif/anim_0874.gif","hg-engine-script","874","animations/hg-engine/gen9/874.s","animations/hg-engine/gen9/874.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"FIEBREORO","Fiebre del Oro","Dark","Status","anim_0471","docs/approval/previews/mp4/anim_0471.mp4","docs/approval/previews/gif/anim_0471.gif","hg-engine-script","471","animations/hg-engine/gen5/471.s","animations/hg-engine/gen5/471.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"FIREBOMB","Fire Bomb","Fire","Physical","anim_0760","docs/approval/previews/mp4/anim_0760.mp4","docs/approval/previews/gif/anim_0760.gif","hg-engine-script","760","animations/hg-engine/gen8/760.s","animations/hg-engine/gen8/760.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"FIRECRACKERS","Fire Crackers","Fire","Physical","anim_0683","docs/approval/previews/mp4/anim_0683.mp4","docs/approval/previews/gif/anim_0683.gif","hg-engine-script","683","animations/hg-engine/gen7/683.s","animations/hg-engine/gen7/683.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MOVE_FIRE_GLAIVE","Fire Glaive","Fire","Physical","anim_0394","docs/approval/previews/mp4/anim_0394.mp4","docs/approval/previews/gif/anim_0394.gif","platinum-base-move","394","MOVE_FLARE_BLITZ","","direct Platinum/base-era DS reuse","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"FISSIONBURST","Fission Burst","Nuclear","Physical","anim_0805","docs/approval/previews/mp4/anim_0805.mp4","docs/approval/previews/gif/anim_0805.gif","hg-engine-script","805","animations/hg-engine/gen8/805.s","animations/hg-engine/gen8/805.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MOVE_FIVE_STAR_FURY","Five-Star Fury","Bug","Physical","anim_0663","docs/approval/previews/mp4/anim_0663.mp4","docs/approval/previews/gif/anim_0663.gif","hg-engine-script","663","animations/hg-engine/gen7/663.s","animations/hg-engine/gen7/663.s","direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_DIRECT_RESOLUTION_PASS_14.csv"
"FIZZBITCH","Fizzbitch","Grass","Special","anim_0838","docs/approval/previews/mp4/anim_0838.mp4","docs/approval/previews/gif/anim_0838.gif","hg-engine-script","838","animations/hg-engine/gen8/838.s","animations/hg-engine/gen8/838.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"FLAMEIMPACT","Flame Impact","Fire","Physical","anim_0491","docs/approval/previews/mp4/anim_0491.mp4","docs/approval/previews/gif/anim_0491.gif","hg-engine-script","491","animations/hg-engine/gen5/491.s","animations/hg-engine/gen5/491.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
