"preview_id","source_kind","ds_move_id","animation_reference","ds_animation_path","preview_mp4","preview_gif","render_status","representative_move_id","representative_move_name","usage_count","notes"
"anim_0526","hg-engine-script","526","animations/hg-engine/gen5/526.s","animations/hg-engine/gen5/526.s","docs/approval/previews/mp4/anim_0526.mp4","docs/approval/previews/gif/anim_0526.gif","pending","QUICKSAND","Quick Sand","1","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0530","hg-engine-script","530","animations/hg-engine/gen5/530.s","animations/hg-engine/gen5/530.s","docs/approval/previews/mp4/anim_0530.mp4","docs/approval/previews/gif/anim_0530.gif","pending","ELECTROBABA","Electrobaba","1","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0532","hg-engine-script","532","animations/hg-engine/gen5/532.s","animations/hg-engine/gen5/532.s","docs/approval/previews/mp4/anim_0532.mp4","docs/approval/previews/gif/anim_0532.gif","pending","MOVE_TECTONIC_FANGS","Tectonic Fangs","1","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0541","hg-engine-script","541","animations/hg-engine/gen5/541.s","animations/hg-engine/gen5/541.s","docs/approval/previews/mp4/anim_0541.mp4","docs/approval/previews/gif/anim_0541.gif","pending","MOVE_CREEPING_THORNS","Creeping Thorns","1","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0542","hg-engine-script","542","animations/hg-engine/gen5/542.s","animations/hg-engine/gen5/542.s","docs/approval/previews/mp4/anim_0542.mp4","docs/approval/previews/gif/anim_0542.gif","pending","MOVE_OBSCURED_SHOT","Obscured Shot","2","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0545","hg-engine-script","545","animations/hg-engine/gen5/545.s","animations/hg-engine/gen5/545.s","docs/approval/previews/mp4/anim_0545.mp4","docs/approval/previews/gif/anim_0545.gif","pending","MOVE_GIANT_GALE","Giant Gale","3","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0546","hg-engine-script","546","animations/hg-engine/gen5/546.s","animations/hg-engine/gen5/546.s","docs/approval/previews/mp4/anim_0546.mp4","docs/approval/previews/gif/anim_0546.gif","pending","TRIMTACKLE","Trim Tackle","1","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0547","hg-engine-script","547","animations/hg-engine/gen5/547.s","animations/hg-engine/gen5/547.s","docs/approval/previews/mp4/anim_0547.mp4","docs/approval/previews/gif/anim_0547.gif","pending","TRINCHAR","Trinchar","1","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0548","hg-engine-script","548","animations/hg-engine/gen5/548.s","animations/hg-engine/gen5/548.s","docs/approval/previews/mp4/anim_0548.mp4","docs/approval/previews/gif/anim_0548.gif","pending","STEAMBURST","Steam Burst","1","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0549","hg-engine-script","549","animations/hg-engine/gen5/549.s","animations/hg-engine/gen5/549.s","docs/approval/previews/mp4/anim_0549.mp4","docs/approval/previews/gif/anim_0549.gif","pending","ALPHASHOT","Alpha Shot","6","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0550","hg-engine-script","550","animations/hg-engine/gen5/550.s","animations/hg-engine/gen5/550.s","docs/approval/previews/mp4/anim_0550.mp4","docs/approval/previews/gif/anim_0550.gif","pending","CARICATURA","Caricatura","1","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0551","hg-engine-script","551","animations/hg-engine/gen5/551.s","animations/hg-engine/gen5/551.s","docs/approval/previews/mp4/anim_0551.mp4","docs/approval/previews/gif/anim_0551.gif","pending","FORCEWAVE","Force Wave","1","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0553","hg-engine-script","553","animations/hg-engine/gen5/553.s","animations/hg-engine/gen5/553.s","docs/approval/previews/mp4/anim_0553.mp4","docs/approval/previews/gif/anim_0553.gif","pending","MOVE_SMITE","Smite","3","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0557","hg-engine-script","557","animations/hg-engine/gen5/557.s","animations/hg-engine/gen5/557.s","docs/approval/previews/mp4/anim_0557.mp4","docs/approval/previews/gif/anim_0557.gif","pending","MOVE_BLUE_MOON","Blue Moon","1","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0559","hg-engine-script","559","animations/hg-engine/gen5/559.s","animations/hg-engine/gen5/559.s","docs/approval/previews/mp4/anim_0559.mp4","docs/approval/previews/gif/anim_0559.gif","pending","MOVE_GLACIER_CRASH","Glacier Crash","2","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0560","hg-engine-script","560","animations/hg-engine/gen5/560.s","animations/hg-engine/gen5/560.s","docs/approval/previews/mp4/anim_0560.mp4","docs/approval/previews/gif/anim_0560.gif","pending","CHOQUEVAPOR","Choque Vapor","1","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0562","hg-engine-script","562","animations/hg-engine/gen5/562.s","animations/hg-engine/gen5/562.s","docs/approval/previews/mp4/anim_0562.mp4","docs/approval/previews/gif/anim_0562.gif","pending","BOLTBEAM","Boltbeam","1","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0563","hg-engine-script","563","animations/hg-engine/gen6/563.s","animations/hg-engine/gen6/563.s","docs/approval/previews/mp4/anim_0563.mp4","docs/approval/previews/gif/anim_0563.gif","pending","GALESTRIKE","Gale Strike","1","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0564","hg-engine-script","564","animations/hg-engine/gen6/564.s","animations/hg-engine/gen6/564.s","docs/approval/previews/mp4/anim_0564.mp4","docs/approval/previews/gif/anim_0564.gif","pending","HULKUP","Hulk Up","1","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0567","hg-engine-script","567","animations/hg-engine/gen6/567.s","animations/hg-engine/gen6/567.s","docs/approval/previews/mp4/anim_0567.mp4","docs/approval/previews/gif/anim_0567.gif","pending","MOVE_WEB_SHOT","Web Shot","1","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0568","hg-engine-script","568","animations/hg-engine/gen6/568.s","animations/hg-engine/gen6/568.s","docs/approval/previews/mp4/anim_0568.mp4","docs/approval/previews/gif/anim_0568.gif","pending","BARBEDWEB","Barbed Web","1","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0569","hg-engine-script","569","animations/hg-engine/gen6/569.s","animations/hg-engine/gen6/569.s","docs/approval/previews/mp4/anim_0569.mp4","docs/approval/previews/gif/anim_0569.gif","pending","WHITEWRAITHS","White Wraiths","2","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0573","hg-engine-script","573","animations/hg-engine/gen6/573.s","animations/hg-engine/gen6/573.s","docs/approval/previews/mp4/anim_0573.mp4","docs/approval/previews/gif/anim_0573.gif","pending","AEROGENERADOR","Aerogenerador","1","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0574","hg-engine-script","574","animations/hg-engine/gen6/574.s","animations/hg-engine/gen6/574.s","docs/approval/previews/mp4/anim_0574.mp4","docs/approval/previews/gif/anim_0574.gif","pending","SLEAZYSPORES","Sleazy Spores","1","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0575","hg-engine-script","575","animations/hg-engine/gen6/575.s","animations/hg-engine/gen6/575.s","docs/approval/previews/mp4/anim_0575.mp4","docs/approval/previews/gif/anim_0575.gif","pending","MOVE_LOTUS_SHOWER","Lotus Shower","2","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0576","hg-engine-script","576","animations/hg-engine/gen6/576.s","animations/hg-engine/gen6/576.s","docs/approval/previews/mp4/anim_0576.mp4","docs/approval/previews/gif/anim_0576.gif","pending","MOVE_FLASH_FREEZE","Flash Freeze","2","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0578","hg-engine-script","578","animations/hg-engine/gen6/578.s","animations/hg-engine/gen6/578.s","docs/approval/previews/mp4/anim_0578.mp4","docs/approval/previews/gif/anim_0578.gif","pending","MOVE_BLOOD_SHOT","Blood Shot","2","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0579","hg-engine-script","579","animations/hg-engine/gen6/579.s","animations/hg-engine/gen6/579.s","docs/approval/previews/mp4/anim_0579.mp4","docs/approval/previews/gif/anim_0579.gif","pending","NEWMOON","New Moon","1","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0580","hg-engine-script","580","animations/hg-engine/gen6/580.s","animations/hg-engine/gen6/580.s","docs/approval/previews/mp4/anim_0580.mp4","docs/approval/previews/gif/anim_0580.gif","pending","LIMPIASUENOS","Limpia Sueños","1","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0581","hg-engine-script","581","animations/hg-engine/gen6/581.s","animations/hg-engine/gen6/581.s","docs/approval/previews/mp4/anim_0581.mp4","docs/approval/previews/gif/anim_0581.gif","pending","ELYSIANSHIELD","Elysian Shield","2","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0582","hg-engine-script","582","animations/hg-engine/gen6/582.s","animations/hg-engine/gen6/582.s","docs/approval/previews/mp4/anim_0582.mp4","docs/approval/previews/gif/anim_0582.gif","pending","FALLOUT","Fallout","1","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0584","hg-engine-script","584","animations/hg-engine/gen6/584.s","animations/hg-engine/gen6/584.s","docs/approval/previews/mp4/anim_0584.mp4","docs/approval/previews/gif/anim_0584.gif","pending","MOVE_TOXIC_TERRAIN","Toxic Terrain","2","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0586","hg-engine-script","586","animations/hg-engine/gen6/586.s","animations/hg-engine/gen6/586.s","docs/approval/previews/mp4/anim_0586.mp4","docs/approval/previews/gif/anim_0586.gif","pending","MOVE_LOVELY_BITE","Lovely Bite","2","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0587","hg-engine-script","587","animations/hg-engine/gen6/587.s","animations/hg-engine/gen6/587.s","docs/approval/previews/mp4/anim_0587.mp4","docs/approval/previews/gif/anim_0587.gif","pending","TRESDESEOS","Tres Deseos","3","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0589","hg-engine-script","589","animations/hg-engine/gen6/589.s","animations/hg-engine/gen6/589.s","docs/approval/previews/mp4/anim_0589.mp4","docs/approval/previews/gif/anim_0589.gif","pending","MOVE_METALLIC_MELODY","Metallic Melody","3","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0591","hg-engine-script","591","animations/hg-engine/gen6/591.s","animations/hg-engine/gen6/591.s","docs/approval/previews/mp4/anim_0591.mp4","docs/approval/previews/gif/anim_0591.gif","pending","IADOSGUARD","Iado's Guard","1","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0592","hg-engine-script","592","animations/hg-engine/gen6/592.s","animations/hg-engine/gen6/592.s","docs/approval/previews/mp4/anim_0592.mp4","docs/approval/previews/gif/anim_0592.gif","pending","EXCITE","Excite","1","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0594","hg-engine-script","594","animations/hg-engine/gen6/594.s","animations/hg-engine/gen6/594.s","docs/approval/previews/mp4/anim_0594.mp4","docs/approval/previews/gif/anim_0594.gif","pending","MATRIXSHOT","Matrix Shot","2","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0596","hg-engine-script","596","animations/hg-engine/gen6/596.s","animations/hg-engine/gen6/596.s","docs/approval/previews/mp4/anim_0596.mp4","docs/approval/previews/gif/anim_0596.gif","pending","CODE:INJECTION","Code:Injection","1","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0597","hg-engine-script","597","animations/hg-engine/gen6/597.s","animations/hg-engine/gen6/597.s","docs/approval/previews/mp4/anim_0597.mp4","docs/approval/previews/gif/anim_0597.gif","pending","OCEANSWRATH","Ocean's Wrath","2","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0598","hg-engine-script","598","animations/hg-engine/gen6/598.s","animations/hg-engine/gen6/598.s","docs/approval/previews/mp4/anim_0598.mp4","docs/approval/previews/gif/anim_0598.gif","pending","FUEGOLUNAR","Fuego Lunar","3","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0599","hg-engine-script","599","animations/hg-engine/gen6/599.s","animations/hg-engine/gen6/599.s","docs/approval/previews/mp4/anim_0599.mp4","docs/approval/previews/gif/anim_0599.gif","pending","HUNTERSWILDS","Hunter's Wilds","1","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0605","hg-engine-script","605","animations/hg-engine/gen6/605.s","animations/hg-engine/gen6/605.s","docs/approval/previews/mp4/anim_0605.mp4","docs/approval/previews/gif/anim_0605.gif","pending","CODEQUARANTINE","Code:Quarantine","1","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0607","hg-engine-script","607","animations/hg-engine/gen6/607.s","animations/hg-engine/gen6/607.s","docs/approval/previews/mp4/anim_0607.mp4","docs/approval/previews/gif/anim_0607.gif","pending","THUNDERSTORM","Thunderstorm","2","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0609","hg-engine-script","609","animations/hg-engine/gen6/609.s","animations/hg-engine/gen6/609.s","docs/approval/previews/mp4/anim_0609.mp4","docs/approval/previews/gif/anim_0609.gif","pending","MOVE_PARTY_FAVORS","Party Favors","2","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0615","hg-engine-script","615","animations/hg-engine/gen6/615.s","animations/hg-engine/gen6/615.s","docs/approval/previews/mp4/anim_0615.mp4","docs/approval/previews/gif/anim_0615.gif","pending","STACKINGSHOT","Stacking Shot","2","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0616","hg-engine-script","616","animations/hg-engine/gen6/616.s","animations/hg-engine/gen6/616.s","docs/approval/previews/mp4/anim_0616.mp4","docs/approval/previews/gif/anim_0616.gif","pending","ALAFUNESTA","Ala Funesta","2","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0617","hg-engine-script","617","animations/hg-engine/gen6/617.s","animations/hg-engine/gen6/617.s","docs/approval/previews/mp4/anim_0617.mp4","docs/approval/previews/gif/anim_0617.gif","pending","MOVE_CLAY_DART","Clay Dart","7","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0618","hg-engine-script","618","animations/hg-engine/gen6/618.s","animations/hg-engine/gen6/618.s","docs/approval/previews/mp4/anim_0618.mp4","docs/approval/previews/gif/anim_0618.gif","pending","KAOLINBASH","Kaolin Bash","1","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0621","hg-engine-script","621","animations/hg-engine/gen6/621.s","animations/hg-engine/gen6/621.s","docs/approval/previews/mp4/anim_0621.mp4","docs/approval/previews/gif/anim_0621.gif","pending","CRIMSONSURGE","Crimson Surge","1","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0622","hg-engine-script","622","animations/hg-engine/gen6/622.s","animations/hg-engine/gen6/622.s","docs/approval/previews/mp4/anim_0622.mp4","docs/approval/previews/gif/anim_0622.gif","pending","MOVE_SEISMIC_BLADE","Seismic Blade","2","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0623","hg-engine-script","623","animations/hg-engine/gen6/623.s","animations/hg-engine/gen6/623.s","docs/approval/previews/mp4/anim_0623.mp4","docs/approval/previews/gif/anim_0623.gif","pending","MOVE_SKY_QUAKE","Sky Quake","2","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0634","hg-engine-script","634","animations/hg-engine/gen7/634.s","animations/hg-engine/gen7/634.s","docs/approval/previews/mp4/anim_0634.mp4","docs/approval/previews/gif/anim_0634.gif","pending","GEOIMPACTO","Geoimpacto","1","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0636","hg-engine-script","636","animations/hg-engine/gen7/636.s","animations/hg-engine/gen7/636.s","docs/approval/previews/mp4/anim_0636.mp4","docs/approval/previews/gif/anim_0636.gif","pending","ROCAVOLTAICA","Roca Voltaica","2","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0641","hg-engine-script","641","animations/hg-engine/gen7/641.s","animations/hg-engine/gen7/641.s","docs/approval/previews/mp4/anim_0641.mp4","docs/approval/previews/gif/anim_0641.gif","pending","ULTRAMEGADEATH","Super Ultra Mega Death Move","1","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0643","hg-engine-script","643","animations/hg-engine/gen7/643.s","animations/hg-engine/gen7/643.s","docs/approval/previews/mp4/anim_0643.mp4","docs/approval/previews/gif/anim_0643.gif","pending","CUERNARDIENTE","Cuerno Ígneo","1","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0649","hg-engine-script","649","animations/hg-engine/gen7/649.s","animations/hg-engine/gen7/649.s","docs/approval/previews/mp4/anim_0649.mp4","docs/approval/previews/gif/anim_0649.gif","pending","TASER","Táser","1","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0650","hg-engine-script","650","animations/hg-engine/gen7/650.s","animations/hg-engine/gen7/650.s","docs/approval/previews/mp4/anim_0650.mp4","docs/approval/previews/gif/anim_0650.gif","pending","BORRASCA","Borrasca","1","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0657","hg-engine-script","657","animations/hg-engine/gen7/657.s","animations/hg-engine/gen7/657.s","docs/approval/previews/mp4/anim_0657.mp4","docs/approval/previews/gif/anim_0657.gif","pending","ABRAZOFEROZ","Abrazo Feroz","1","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0658","hg-engine-script","658","animations/hg-engine/gen7/658.s","animations/hg-engine/gen7/658.s","docs/approval/previews/mp4/anim_0658.mp4","docs/approval/previews/gif/anim_0658.gif","pending","DARKMATTER","Dark Matter","1","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0662","hg-engine-script","662","animations/hg-engine/gen7/662.s","animations/hg-engine/gen7/662.s","docs/approval/previews/mp4/anim_0662.mp4","docs/approval/previews/gif/anim_0662.gif","pending","DESERTSMARK","Desert's Mark","3","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0663","hg-engine-script","663","animations/hg-engine/gen7/663.s","animations/hg-engine/gen7/663.s","docs/approval/previews/mp4/anim_0663.mp4","docs/approval/previews/gif/anim_0663.gif","pending","MOVE_FIVE_STAR_FURY","Five-Star Fury","1","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0664","hg-engine-script","664","animations/hg-engine/gen7/664.s","animations/hg-engine/gen7/664.s","docs/approval/previews/mp4/anim_0664.mp4","docs/approval/previews/gif/anim_0664.gif","pending","NUCLEARWASTE","Nuclear Waste","2","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0665","hg-engine-script","665","animations/hg-engine/gen7/665.s","animations/hg-engine/gen7/665.s","docs/approval/previews/mp4/anim_0665.mp4","docs/approval/previews/gif/anim_0665.gif","pending","MOVE_SPARKLING_BARRAGE","Sparkling Barrage","1","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0666","hg-engine-script","666","animations/hg-engine/gen7/666.s","animations/hg-engine/gen7/666.s","docs/approval/previews/mp4/anim_0666.mp4","docs/approval/previews/gif/anim_0666.gif","pending","MOVE_DOUBLE_LARIAT","Double Lariat","1","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0668","hg-engine-script","668","animations/hg-engine/gen7/668.s","animations/hg-engine/gen7/668.s","docs/approval/previews/mp4/anim_0668.mp4","docs/approval/previews/gif/anim_0668.gif","pending","MOVE_FROST_BRAND","Frost Brand","4","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0670","hg-engine-script","670","animations/hg-engine/gen7/670.s","animations/hg-engine/gen7/670.s","docs/approval/previews/mp4/anim_0670.mp4","docs/approval/previews/gif/anim_0670.gif","pending","MOVE_MOUNTAIN_CHUNK","Mountain Chunk","1","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0671","hg-engine-script","671","animations/hg-engine/gen7/671.s","animations/hg-engine/gen7/671.s","docs/approval/previews/mp4/anim_0671.mp4","docs/approval/previews/gif/anim_0671.gif","pending","MOVE_DRAIN_BRAIN","Drain Brain","1","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0672","hg-engine-script","672","animations/hg-engine/gen7/672.s","animations/hg-engine/gen7/672.s","docs/approval/previews/mp4/anim_0672.mp4","docs/approval/previews/gif/anim_0672.gif","pending","SLASHANDBURN","Slash and Burn","3","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0673","hg-engine-script","673","animations/hg-engine/gen7/673.s","animations/hg-engine/gen7/673.s","docs/approval/previews/mp4/anim_0673.mp4","docs/approval/previews/gif/anim_0673.gif","pending","SPLINTERSHOT","Splinter Shot","1","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0674","hg-engine-script","674","animations/hg-engine/gen7/674.s","animations/hg-engine/gen7/674.s","docs/approval/previews/mp4/anim_0674.mp4","docs/approval/previews/gif/anim_0674.gif","pending","INSTANTWHISTLE","Instant Whistle","1","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0675","hg-engine-script","675","animations/hg-engine/gen7/675.s","animations/hg-engine/gen7/675.s","docs/approval/previews/mp4/anim_0675.mp4","docs/approval/previews/gif/anim_0675.gif","pending","BOOMINSTALL","Virus Inject","1","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0679","hg-engine-script","679","animations/hg-engine/gen7/679.s","animations/hg-engine/gen7/679.s","docs/approval/previews/mp4/anim_0679.mp4","docs/approval/previews/gif/anim_0679.gif","pending","PUKEBLOOD","Puke Blood","1","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0683","hg-engine-script","683","animations/hg-engine/gen7/683.s","animations/hg-engine/gen7/683.s","docs/approval/previews/mp4/anim_0683.mp4","docs/approval/previews/gif/anim_0683.gif","pending","MOVE_BLAZING_ARROW","Blazing Arrow","4","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0685","hg-engine-script","685","animations/hg-engine/gen7/685.s","animations/hg-engine/gen7/685.s","docs/approval/previews/mp4/anim_0685.mp4","docs/approval/previews/gif/anim_0685.gif","pending","MOVE_SCORCHED_EARTH","Scorched Earth","1","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0687","hg-engine-script","687","animations/hg-engine/gen7/687.s","animations/hg-engine/gen7/687.s","docs/approval/previews/mp4/anim_0687.mp4","docs/approval/previews/gif/anim_0687.gif","pending","1000FOLDS","1000 Folds","1","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0689","hg-engine-script","689","animations/hg-engine/gen7/689.s","animations/hg-engine/gen7/689.s","docs/approval/previews/mp4/anim_0689.mp4","docs/approval/previews/gif/anim_0689.gif","pending","MOVE_ESPER_WALTZ","Esper Waltz","3","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0690","hg-engine-script","690","animations/hg-engine/gen7/690.s","animations/hg-engine/gen7/690.s","docs/approval/previews/mp4/anim_0690.mp4","docs/approval/previews/gif/anim_0690.gif","pending","EXPUNGE","Expunge","1","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0694","hg-engine-script","694","animations/hg-engine/gen7/694.s","animations/hg-engine/gen7/694.s","docs/approval/previews/mp4/anim_0694.mp4","docs/approval/previews/gif/anim_0694.gif","pending","CAUSTICBREATH","Caustic Breath","1","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0695","hg-engine-script","695","animations/hg-engine/gen7/695.s","animations/hg-engine/gen7/695.s","docs/approval/previews/mp4/anim_0695.mp4","docs/approval/previews/gif/anim_0695.gif","pending","DRAGONFIST","Dragon Fist","1","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0697","hg-engine-script","697","animations/hg-engine/gen7/697.s","animations/hg-engine/gen7/697.s","docs/approval/previews/mp4/anim_0697.mp4","docs/approval/previews/gif/anim_0697.gif","pending","PERMAFROST","Permafrost","1","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0702","hg-engine-script","702","animations/hg-engine/gen7/702.s","animations/hg-engine/gen7/702.s","docs/approval/previews/mp4/anim_0702.mp4","docs/approval/previews/gif/anim_0702.gif","pending","HEXINGSLASH","Hexing Slash","1","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0705","hg-engine-script","705","animations/hg-engine/gen7/705.s","animations/hg-engine/gen7/705.s","docs/approval/previews/mp4/anim_0705.mp4","docs/approval/previews/gif/anim_0705.gif","pending","RETROGRADE","Retrograde","1","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0707","hg-engine-script","707","animations/hg-engine/gen7/707.s","animations/hg-engine/gen7/707.s","docs/approval/previews/mp4/anim_0707.mp4","docs/approval/previews/gif/anim_0707.gif","pending","HOLYDUTY","Holy Duty","1","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0708","hg-engine-script","708","animations/hg-engine/gen7/708.s","animations/hg-engine/gen7/708.s","docs/approval/previews/mp4/anim_0708.mp4","docs/approval/previews/gif/anim_0708.gif","pending","MOVE_PIXIE_BEAM","Pixie Beam","3","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0709","hg-engine-script","709","animations/hg-engine/gen7/709.s","animations/hg-engine/gen7/709.s","docs/approval/previews/mp4/anim_0709.mp4","docs/approval/previews/gif/anim_0709.gif","pending","TRIPLEWHIRLING","Triple Whirling","1","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0711","hg-engine-script","711","animations/hg-engine/gen7/711.s","animations/hg-engine/gen7/711.s","docs/approval/previews/mp4/anim_0711.mp4","docs/approval/previews/gif/anim_0711.gif","pending","MOVE_SHADOW_FANGS","Shadow Fangs","4","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0712","hg-engine-script","712","animations/hg-engine/gen7/712.s","animations/hg-engine/gen7/712.s","docs/approval/previews/mp4/anim_0712.mp4","docs/approval/previews/gif/anim_0712.gif","pending","BLINDINGSPEED","Blinding Speed","2","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0713","hg-engine-script","713","animations/hg-engine/gen7/713.s","animations/hg-engine/gen7/713.s","docs/approval/previews/mp4/anim_0713.mp4","docs/approval/previews/gif/anim_0713.gif","pending","WAVELASH","Wave Lash","3","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0714","hg-engine-script","714","animations/hg-engine/gen7/714.s","animations/hg-engine/gen7/714.s","docs/approval/previews/mp4/anim_0714.mp4","docs/approval/previews/gif/anim_0714.gif","pending","MOVE_PRISM_BLAST","Prism Blast","1","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0715","hg-engine-script","715","animations/hg-engine/gen7/715.s","animations/hg-engine/gen7/715.s","docs/approval/previews/mp4/anim_0715.mp4","docs/approval/previews/gif/anim_0715.gif","pending","ZOMBIESTRIKE","Zombie Strike","2","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0716","hg-engine-script","716","animations/hg-engine/gen7/716.s","animations/hg-engine/gen7/716.s","docs/approval/previews/mp4/anim_0716.mp4","docs/approval/previews/gif/anim_0716.gif","pending","MOVE_SUNSTRIKE","Sunstrike (N)","2","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0717","hg-engine-script","717","animations/hg-engine/gen7/717.s","animations/hg-engine/gen7/717.s","docs/approval/previews/mp4/anim_0717.mp4","docs/approval/previews/gif/anim_0717.gif","pending","SPECTRALHORDE","Spectral Horde","2","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0719","hg-engine-script","719","animations/hg-engine/gen7/719.s","animations/hg-engine/gen7/719.s","docs/approval/previews/mp4/anim_0719.mp4","docs/approval/previews/gif/anim_0719.gif","pending","MOVE_SHOCKING_EDGE","Shocking Edge","3","Render this hg-engine DS script once and reuse the capture for every mapped community move."
