"move_id","english_review_name","original_source_name","source_project","source_repo","source_commit","source_data_path","type","category","power","accuracy","pp","what_it_does","priority","target","contact","move_flags","effect_chance","status_effects","stat_changes","multi_hit_or_duration","recoil","drain_or_healing","switching_behavior","field_weather_terrain_behavior","source_description","source_uncertainty","mechanics_audit_status","audit_basis","animation_status","animation_reference","ds_animation_class","ds_animation_path","ds_move_id","port_action","animation_audit_notes","animation_manifest"
"MOVE_HEX_TROT","Hex Trot","Hex Trot","Pokemon Elite Redux","Elite-Redux/er-config","e32616fea6ccf5245096d8d7eeb54f0f5ac0b2a7","MoveList.textproto","Ghost","Special","80","100","10","Deals 80 base-power special Ghost-type damage. It has a 50% chance to raise the user's Speed by 1 stage and is a dance move.","0 (normal priority)","One target","No","mirror-move-affected;dance;effect-chance-50","50% when the listed secondary effect applies","","50% chance: user Speed +1 stage","","","","","","50% chance to raise Speed. Dance move.","","complete","Source-verified against Elite Redux MoveList.textproto at the pinned commit.","explicitly reuses an existing animation","MOVE_REVELATION_DANCE","direct hg-engine DS reuse","animations/hg-engine/gen7/689.s","689","reuse referenced DS animation","Elite Redux reuses MOVE_REVELATION_DANCE; matching Gen 7 hg-engine animation is already stored in this repository.","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"MOVE_BAD_EGG","Bad Egg","Bad Egg","Pokemon Elite Redux","Elite-Redux/er-config","e32616fea6ccf5245096d8d7eeb54f0f5ac0b2a7","MoveList.textproto","Poison","Special","40","100","10","Throws an egg filled with toxins. Badly poisons the target","0 (normal priority)","One target","No","mirror-move-affected;effect-chance-100","100% when the listed secondary effect applies","","","","","","","","Throws an egg filled with toxins. Badly poisons the target","","complete","Source-verified against Elite Redux MoveList.textproto at the pinned commit.","explicitly reuses an existing animation","MOVE_EGG_BOMB","direct Platinum/base-era DS reuse","","","reuse the vanilla Platinum animation","Elite Redux references an official Gen 1–4 move animation already present in the Platinum base game.","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"MOVE_DRAGON_JAB","Dragon Jab","Dragon Jab","Pokemon Elite Redux","Elite-Redux/er-config","e32616fea6ccf5245096d8d7eeb54f0f5ac0b2a7","MoveList.textproto","Dragon","Physical","80","100","15","Deals 80 base-power physical Dragon-type damage. It has a 30% chance to inflict Elite Redux's Bleed status and is flagged for horn/jabbing synergy.","0 (normal priority)","One target","Yes","contact;mirror-move-affected;horn;effect-chance-30","30% when the listed secondary effect applies","","","","","","","","A jabbing attack. 30%  chance to inflict bleeding. Mighty Horn boost.","","complete","Source-verified against Elite Redux MoveList.textproto at the pinned commit.","explicitly reuses an existing animation","MOVE_MEGAHORN","direct Platinum/base-era DS reuse","","","reuse the vanilla Platinum animation","Elite Redux references an official Gen 1–4 move animation already present in the Platinum base game.","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"MOVE_ICICLE_IMPALE","Icicle Impale","Icicle Impale","Pokemon Elite Redux","Elite-Redux/er-config","e32616fea6ccf5245096d8d7eeb54f0f5ac0b2a7","MoveList.textproto","Ice","Physical","80","100","15","Deals 80 base-power physical Ice-type damage. It has a 30% chance to lower the target's Defense by 1 stage and is flagged for horn/jabbing synergy.","0 (normal priority)","One target","Yes","contact;mirror-move-affected;horn;effect-chance-30","30% when the listed secondary effect applies","","","","","","","","A jabbing attack. 30%  chance to lower Defense. Mighty Horn boost.","","complete","Source-verified against Elite Redux MoveList.textproto at the pinned commit.","explicitly reuses an existing animation","MOVE_MEGAHORN","direct Platinum/base-era DS reuse","","","reuse the vanilla Platinum animation","Elite Redux references an official Gen 1–4 move animation already present in the Platinum base game.","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"MOVE_TOXIC_PLUNGE","Toxic Plunge","Toxic Plunge","Pokemon Elite Redux","Elite-Redux/er-config","e32616fea6ccf5245096d8d7eeb54f0f5ac0b2a7","MoveList.textproto","Poison","Physical","110","100","10","Dives and then attacks on the next turn. 20% chance to poison.","0 (normal priority)","One target","Yes","contact;mirror-move-affected;effect-chance-20","20% when the listed secondary effect applies","","","","","","","","Dives and then attacks on the next turn. 20% chance to poison.","","complete","Source-verified against Elite Redux MoveList.textproto at the pinned commit.","explicitly reuses an existing animation","MOVE_SLUDGE_WAVE","direct hg-engine DS reuse","animations/hg-engine/gen5/485.s","485","reuse referenced DS animation","Elite Redux reuses MOVE_SLUDGE_WAVE; matching Gen 5 hg-engine animation is already stored in this repository.","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"MOVE_SHOWTIME","Showtime","Showtime","Pokemon Elite Redux","Elite-Redux/er-config","e32616fea6ccf5245096d8d7eeb54f0f5ac0b2a7","MoveList.textproto","Psychic","Status","","","5","Clears other rooms and sets Magic Room, then switches to an ally.","0 (normal priority)","User","No","None recorded","No separate chance field","","","","","","","","Clears other rooms and sets Magic Room, then switches to an ally.","","complete","Source-verified against Elite Redux MoveList.textproto at the pinned commit.","explicitly reuses an existing animation","MOVE_MAGIC_ROOM","direct hg-engine DS reuse","animations/hg-engine/gen5/481.s","481","reuse referenced DS animation","Elite Redux reuses MOVE_MAGIC_ROOM; matching Gen 5 hg-engine animation is already stored in this repository.","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"MOVE_BANISHED_POWER","Banished Power","Banished Power","Pokemon Elite Redux","Elite-Redux/er-config","e32616fea6ccf5245096d8d7eeb54f0f5ac0b2a7","MoveList.textproto","Dark","Special","70","100","10","Deals damage and raises the user's highest attack or defense by 1 stage.","0 (normal priority)","One target","No","mirror-move-affected;effect-chance-100","100% when the listed secondary effect applies","","","","","","","","Deals damage and raises the user's highest attack or defense by 1 stage.","","complete","Source-verified against Elite Redux MoveList.textproto at the pinned commit.","explicitly reuses an existing animation","MOVE_DARK_PULSE","direct Platinum/base-era DS reuse","","","reuse the vanilla Platinum animation","Elite Redux references an official Gen 1–4 move animation already present in the Platinum base game.","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"MOVE_TRIPLE_TREMOR","Triple Tremor","Triple Tremor","Pokemon Elite Redux","Elite-Redux/er-config","e32616fea6ccf5245096d8d7eeb54f0f5ac0b2a7","MoveList.textproto","Ground","Physical","20","90","10","Hits three times. More powerful with each successive hit.","0 (normal priority)","One target","Yes","contact;mirror-move-affected;striker","No separate chance field","","","","","","","","Hits three times. More powerful with each successive hit.","","complete","Source-verified against Elite Redux MoveList.textproto at the pinned commit.","explicitly reuses an existing animation","MOVE_TRIPLE_KICK","direct Platinum/base-era DS reuse","","","reuse the vanilla Platinum animation","Elite Redux references an official Gen 1–4 move animation already present in the Platinum base game.","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"MOVE_FIRE_GLAIVE","Fire Glaive","Fire Glaive","Pokemon Elite Redux","Elite-Redux/er-config","e32616fea6ccf5245096d8d7eeb54f0f5ac0b2a7","MoveList.textproto","Fire","Physical","85","100","10","Strikes with a white hot horn, ignoring stat changes. Might Horn boost.","0 (normal priority)","One target","Yes","contact;ignores-stat-stages;mirror-move-affected;horn","No separate chance field","","","","","","","","Strikes with a white hot horn, ignoring stat changes. Might Horn boost.","","complete","Source-verified against Elite Redux MoveList.textproto at the pinned commit.","explicitly reuses an existing animation","MOVE_FLARE_BLITZ","direct Platinum/base-era DS reuse","","","reuse the vanilla Platinum animation","Elite Redux references an official Gen 1–4 move animation already present in the Platinum base game.","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"MOVE_DEPLETION_BEAM","Depletion Beam","Depletion Beam","Pokemon Elite Redux","Elite-Redux/er-config","e32616fea6ccf5245096d8d7eeb54f0f5ac0b2a7","MoveList.textproto","Dragon","Physical","85","100","10","Foe's last move has 3 PP cut. Mega launcher boost.","0 (normal priority)","One target","No","mirror-move-affected;mega-launcher;weather","No separate chance field","","","","","","","","Foe's last move has 3 PP cut. Mega launcher boost.","","complete","Source-verified against Elite Redux MoveList.textproto at the pinned commit.","explicitly reuses an existing animation","MOVE_STEEL_BEAM","direct hg-engine DS reuse","animations/hg-engine/gen8/799.s","799","reuse referenced DS animation","Elite Redux reuses MOVE_STEEL_BEAM; matching Gen 8 hg-engine animation is already stored in this repository.","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"MOVE_ONE_INCH_PUNCH","One-Inch Punch","One-Inch Punch","Pokemon Elite Redux","Elite-Redux/er-config","e32616fea6ccf5245096d8d7eeb54f0f5ac0b2a7","MoveList.textproto","Fighting","Physical","90","","10","A powerful punch that never misses. High crit rate. Iron Fist boost.","0 (normal priority)","One target","Yes","contact;mirror-move-affected;iron-fist","No separate chance field","","","","","","","","A powerful punch that never misses. High crit rate. Iron Fist boost.","","complete","Source-verified against Elite Redux MoveList.textproto at the pinned commit.","explicitly reuses an existing animation","MOVE_MEGA_PUNCH","direct Platinum/base-era DS reuse","","","reuse the vanilla Platinum animation","Elite Redux references an official Gen 1–4 move animation already present in the Platinum base game.","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"MOVE_BERSERKER_HORN","Berserker Horn","Berserker Horn","Pokemon Elite Redux","Elite-Redux/er-config","e32616fea6ccf5245096d8d7eeb54f0f5ac0b2a7","MoveList.textproto","Fighting","Physical","85","100","15","Rotates its body like a drill. High crit ratio. Mighty Horn boost.","0 (normal priority)","One target","Yes","contact;mirror-move-affected;horn;drill;effect-chance-10","10% when the listed secondary effect applies","","","","","","","","Rotates its body like a drill. High crit ratio. Mighty Horn boost.","","complete","Source-verified against Elite Redux MoveList.textproto at the pinned commit.","explicitly reuses an existing animation","MOVE_MEGAHORN","direct Platinum/base-era DS reuse","","","reuse the vanilla Platinum animation","Elite Redux references an official Gen 1–4 move animation already present in the Platinum base game.","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"MOVE_ONI_FIST","Oni Fist","Oni Fist","Pokemon Elite Redux","Elite-Redux/er-config","e32616fea6ccf5245096d8d7eeb54f0f5ac0b2a7","MoveList.textproto","Dark","Physical","90","","20","A strong punch from the shadows. Always hits. Iron Fist boost.","0 (normal priority)","One target","Yes","contact;mirror-move-affected;iron-fist","No separate chance field","","","","","","","","A strong punch from the shadows. Always hits. Iron Fist boost.","","complete","Source-verified against Elite Redux MoveList.textproto at the pinned commit.","explicitly reuses an existing animation","MOVE_SHADOW_PUNCH","direct Platinum/base-era DS reuse","","","reuse the vanilla Platinum animation","Elite Redux references an official Gen 1–4 move animation already present in the Platinum base game.","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"MOVE_INSECT_IMPACT","Insect Impact","Insect Impact","Pokemon Elite Redux","Elite-Redux/er-config","e32616fea6ccf5245096d8d7eeb54f0f5ac0b2a7","MoveList.textproto","Bug","Physical","80","100","15","Deals 80 base-power physical Bug-type damage. It has a 30% chance to lower the target's Defense by 1 stage and is a punching move boosted by Iron Fist.","0 (normal priority)","One target","Yes","contact;mirror-move-affected;iron-fist;effect-chance-30","30% when the listed secondary effect applies","","","","","","","","A powerful punch. 30% chance to drop defense. Iron Fist boost.","","complete","Source-verified against Elite Redux MoveList.textproto at the pinned commit.","explicitly reuses an existing animation","MOVE_DOUBLE_EDGE","direct Platinum/base-era DS reuse","","","reuse the vanilla Platinum animation","Elite Redux references an official Gen 1–4 move animation already present in the Platinum base game.","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"MOVE_LIGHTNING_BULLET","Lightning Bullet","Lightning Bullet","Pokemon Elite Redux","Elite-Redux/er-config","e32616fea6ccf5245096d8d7eeb54f0f5ac0b2a7","MoveList.textproto","Electric","Physical","90","100","15","Shoots a strong energy projectile. 10% paralyze chance Mega Launcher Boost.","0 (normal priority)","One target","Yes","contact;mirror-move-affected;mega-launcher;effect-chance-10","10% when the listed secondary effect applies","","","","","","","","Shoots a strong energy projectile. 10% paralyze chance Mega Launcher Boost.","","complete","Source-verified against Elite Redux MoveList.textproto at the pinned commit.","explicitly reuses an existing animation","MOVE_ZAP_CANNON","direct Platinum/base-era DS reuse","","","reuse the vanilla Platinum animation","Elite Redux references an official Gen 1–4 move animation already present in the Platinum base game.","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"MOVE_METALLIC_MELODY","Metallic Melody","Metallic Melody","Pokemon Elite Redux","Elite-Redux/er-config","e32616fea6ccf5245096d8d7eeb54f0f5ac0b2a7","MoveList.textproto","Steel","Special","85","100","10","The user emits a sound by hitting their metallic body rhythmically.","0 (normal priority)","Both opposing Pokémon","No","mirror-move-affected;sound","No separate chance field","","","","","","","","The user emits a sound by hitting their metallic body rhythmically.","","complete","Source-verified against Elite Redux MoveList.textproto at the pinned commit.","explicitly reuses an existing animation","MOVE_BOOMBURST","direct hg-engine DS reuse","animations/hg-engine/gen6/589.s","589","reuse referenced DS animation","Elite Redux reuses MOVE_BOOMBURST; matching Gen 6 hg-engine animation is already stored in this repository.","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"MOVE_BLUE_MOON","Blue Moon","Blue Moon","Pokemon Elite Redux","Elite-Redux/er-config","e32616fea6ccf5245096d8d7eeb54f0f5ac0b2a7","MoveList.textproto","Ice","Special","130","100","5","The user's spirit surges from a azure full moon. Cannot be used twice in a row.","0 (normal priority)","One target","No","every-other-turn;mirror-move-affected;lunar","No separate chance field","","","","","","","","The user's spirit surges from a azure full moon. Cannot be used twice in a row.","","complete","Source-verified against Elite Redux MoveList.textproto at the pinned commit.","source explicitly sets no reused animation","MOVE_NONE","source explicitly has no reused animation","","","build/adapt a DS animation","Elite Redux explicitly records MOVE_NONE.","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"MOVE_FIVE_STAR_FURY","Five-Star Fury","Five-Star Fury","Pokemon Elite Redux","Elite-Redux/er-config","e32616fea6ccf5245096d8d7eeb54f0f5ac0b2a7","MoveList.textproto","Bug","Physical","15","100","10","Hits 2 to 5 times. Has +1 priority. Iron Fist boost.","1 (+1 priority)","One target","Yes","contact;mirror-move-affected;iron-fist;priority-1","No separate chance field","","","","","","","","Hits 2 to 5 times. Has +1 priority. Iron Fist boost.","","complete","Source-verified against Elite Redux MoveList.textproto at the pinned commit.","source explicitly sets no reused animation","MOVE_NONE","source explicitly has no reused animation","","","build/adapt a DS animation","Elite Redux explicitly records MOVE_NONE.","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"MOVE_TSUNAMI_HAMMER","Tsunami Hammer","Tsunami Hammer","Pokemon Elite Redux","Elite-Redux/er-config","e32616fea6ccf5245096d8d7eeb54f0f5ac0b2a7","MoveList.textproto","Water","Physical","125","100","5","Super effective vs Poison. Can't be used twice in a row. Hammer-based.","0 (normal priority)","One target","Yes","contact;every-other-turn;mirror-move-affected;hammer","No separate chance field","","","","","","","","Super effective vs Poison. Can't be used twice in a row. Hammer-based.","","complete","Source-verified against Elite Redux MoveList.textproto at the pinned commit.","source explicitly sets no reused animation","MOVE_NONE","source explicitly has no reused animation","","","build/adapt a DS animation","Elite Redux explicitly records MOVE_NONE.","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"MOVE_SEPTIC_SWITCH","Septic Switch","Septic Switch","Pokemon Elite Redux","Elite-Redux/er-config","e32616fea6ccf5245096d8d7eeb54f0f5ac0b2a7","MoveList.textproto","Poison","Status","","100","20","Supresses the targets abilities then switches out.","0 (normal priority)","One target","No","mirror-move-affected","No separate chance field","","","","","","","","Supresses the targets abilities then switches out.","","complete","Source-verified against Elite Redux MoveList.textproto at the pinned commit.","animation linkage pending source-wide animation audit","","pending/no source animation linkage","","","select or build a DS animation","No source-certified animation reference in the community manifest.","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"MOVE_WATERLOG","Waterlog","Waterlog","Pokemon Elite Redux","Elite-Redux/er-config","e32616fea6ccf5245096d8d7eeb54f0f5ac0b2a7","MoveList.textproto","Water","Status","","100","15","Makes the target move last. 20% drench chance, 50% in rain.","3 (+3 priority)","One target","No","mirror-move-affected;magic-coat-affected;effect-chance-20;priority-3","20% when the listed secondary effect applies","","","","","","","","Makes the target move last. 20% drench chance, 50% in rain.","","complete","Source-verified against Elite Redux MoveList.textproto at the pinned commit.","explicitly reuses an existing animation","MOVE_WATER_GUN","direct Platinum/base-era DS reuse","","","reuse the vanilla Platinum animation","Elite Redux references an official Gen 1–4 move animation already present in the Platinum base game.","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"MOVE_INCITE","Incite","Incite","Pokemon Elite Redux","Elite-Redux/er-config","e32616fea6ccf5245096d8d7eeb54f0f5ac0b2a7","MoveList.textproto","Dark","Status","","100","10","Adds the Dark type to the target and enrages them.","0 (normal priority)","One target","No","mirror-move-affected;magic-coat-affected","No separate chance field","","","","","","","","Adds the Dark type to the target and enrages them.","","complete","Source-verified against Elite Redux MoveList.textproto at the pinned commit.","source explicitly sets no reused animation","MOVE_NONE","source explicitly has no reused animation","","","build/adapt a DS animation","Elite Redux explicitly records MOVE_NONE.","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"MOVE_TOXIC_TERRAIN","Toxic Terrain","Toxic Terrain","Pokemon Elite Redux","Elite-Redux/er-config","e32616fea6ccf5245096d8d7eeb54f0f5ac0b2a7","MoveList.textproto","Poison","Status","","","10","Boosts Poison-type moves for 8 turns and deals 1/16 HP damage.","0 (normal priority)","Entire battlefield","No","None recorded","No separate chance field","","","","","","","","Boosts Poison-type moves for 8 turns and deals 1/16 HP damage.","","complete","Source-verified against Elite Redux MoveList.textproto at the pinned commit.","source explicitly sets no reused animation","MOVE_NONE","source explicitly has no reused animation","","","build/adapt a DS animation","Elite Redux explicitly records MOVE_NONE.","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"MOVE_JETSTREAM_BURST","Jetstream Burst","Jetstream Burst","Pokemon Elite Redux","Elite-Redux/er-config","e32616fea6ccf5245096d8d7eeb54f0f5ac0b2a7","MoveList.textproto","Flying","Special","120","100","5","Attacks with wind that hits both targets.","0 (normal priority)","Both opposing Pokémon","No","mirror-move-affected","No separate chance field","","","","","","","","Attacks with wind that hits both targets.","","complete","Source-verified against Elite Redux MoveList.textproto at the pinned commit.","source explicitly sets no reused animation","MOVE_NONE","source explicitly has no reused animation","","","build/adapt a DS animation","Elite Redux explicitly records MOVE_NONE.","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"MOVE_SKY_QUAKE","Sky Quake","Sky Quake","Pokemon Elite Redux","Elite-Redux/er-config","e32616fea6ccf5245096d8d7eeb54f0f5ac0b2a7","MoveList.textproto","Flying","Physical","90","100","15","Howling winds shake the heavens, hitting both foes.","0 (normal priority)","Both opposing Pokémon","No","mirror-move-affected","No separate chance field","","","","","","","","Howling winds shake the heavens, hitting both foes.","","complete","Source-verified against Elite Redux MoveList.textproto at the pinned commit.","source explicitly sets no reused animation","MOVE_NONE","source explicitly has no reused animation","","","build/adapt a DS animation","Elite Redux explicitly records MOVE_NONE.","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"MOVE_SUNSTRIKE","Sunstrike (N)","Sunstrike (N)","Pokemon Elite Redux","Elite-Redux/er-config","e32616fea6ccf5245096d8d7eeb54f0f5ac0b2a7","MoveList.textproto","Fire","Special","60","100","15","Deals 60 base-power special Fire-type damage with +1 priority. Its source description says its damage calculation ignores EV-based defensive investment, held-item defensive effects, and stat boosts, and that it targets whichever of the target's Defense or Special Defense yields lower damage resistance.","1 (+1 priority)","One target","No","mirror-move-affected;priority-1","No separate chance field","","","","","","","","Strikes and negates evs, items, boosts, and hits lowest defense.","","complete","Source-verified against Elite Redux MoveList.textproto at the pinned commit.","explicitly reuses an existing animation","MOVE_SUNSTEEL_STRIKE","direct hg-engine DS reuse","animations/hg-engine/gen7/716.s","716","reuse referenced DS animation","Elite Redux reuses MOVE_SUNSTEEL_STRIKE; matching Gen 7 hg-engine animation is already stored in this repository.","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"MOVE_TEMPEST_STORM","Tempest Storm (N)","Tempest Storm (N)","Pokemon Elite Redux","Elite-Redux/er-config","e32616fea6ccf5245096d8d7eeb54f0f5ac0b2a7","MoveList.textproto","Electric","Status","","","5","Hits both sides with a thundershock at the end of each turn for 2-5 turns.","0 (normal priority)","Entire battlefield","No","None recorded","No separate chance field","","","","","","","","Hits both sides with a thundershock at the end of each turn for 2-5 turns.","","complete","Source-verified against Elite Redux MoveList.textproto at the pinned commit.","explicitly reuses an existing animation","MOVE_THUNDER","direct Platinum/base-era DS reuse","","","reuse the vanilla Platinum animation","Elite Redux references an official Gen 1–4 move animation already present in the Platinum base game.","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"MOVE_PRISM_BLAST","Prism Blast","Prism Blast","Pokemon Elite Redux","Elite-Redux/er-config","e32616fea6ccf5245096d8d7eeb54f0f5ac0b2a7","MoveList.textproto","Rock","Special","95","90","5","Deals 95 base-power special Rock-type damage. It always lowers the target's Accuracy by 1 stage and separately has a 10% chance to confuse the target. It is flagged for Mega Launcher and ballistic/projectile synergy.","0 (normal priority)","One target","No","mirror-move-affected;mega-launcher;ballistic;effect-chance-10","10% when the listed secondary effect applies","10% chance to confuse","Target Accuracy -1 stage (100%)","","","","","","Fires and energy prism that damages and reduces accuracy. 10% chance to confuse.","","complete","Source-verified against Elite Redux MoveList.textproto at the pinned commit.","explicitly reuses an existing animation","MOVE_PRISMATIC_LASER","direct hg-engine DS reuse","animations/hg-engine/gen7/714.s","714","reuse referenced DS animation","Elite Redux reuses MOVE_PRISMATIC_LASER; matching Gen 7 hg-engine animation is already stored in this repository.","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"MOVE_SEISMIC_SLAM","Seismic Slam","Seismic Slam","Pokemon Elite Redux","Elite-Redux/er-config","e32616fea6ccf5245096d8d7eeb54f0f5ac0b2a7","MoveList.textproto","Ground","Physical","120","100","10","Charges with earth shattering power. 33% recoil damage.","0 (normal priority)","One target","Yes","contact;mirror-move-affected;reckless","No separate chance field","","","","","","","","Charges with earth shattering power. 33% recoil damage.","","complete","Source-verified against Elite Redux MoveList.textproto at the pinned commit.","explicitly reuses an existing animation","MOVE_DOUBLE_EDGE","direct Platinum/base-era DS reuse","","","reuse the vanilla Platinum animation","Elite Redux references an official Gen 1–4 move animation already present in the Platinum base game.","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"MOVE_CHILLER","Chiller","Chiller","Pokemon Elite Redux","Elite-Redux/er-config","e32616fea6ccf5245096d8d7eeb54f0f5ac0b2a7","MoveList.textproto","Ice","Physical","30","100","15","Hits the foe with 3 explosive snowballs. 10% Frostbite.","0 (normal priority)","One target","No","mirror-move-affected;throwing;effect-chance-10","10% when the listed secondary effect applies","","","","","","","","Hits the foe with 3 explosive snowballs. 10% Frostbite.","","complete","Source-verified against Elite Redux MoveList.textproto at the pinned commit.","explicitly reuses an existing animation","MOVE_ICE_BALL","direct Platinum/base-era DS reuse","","","reuse the vanilla Platinum animation","Elite Redux references an official Gen 1–4 move animation already present in the Platinum base game.","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"MOVE_SPREAD_BOMB","Spread Bomb","Spread Bomb","Pokemon Elite Redux","Elite-Redux/er-config","e32616fea6ccf5245096d8d7eeb54f0f5ac0b2a7","MoveList.textproto","Fire","Physical","90","100","10","A wide reaching bomb is thrown, hitting the field with A 30% burn chance.","0 (normal priority)","All adjacent Pokémon","No","mirror-move-affected;effect-chance-20","20% when the listed secondary effect applies","","","","","","","","A wide reaching bomb is thrown, hitting the field with A 30% burn chance.","","complete","Source-verified against Elite Redux MoveList.textproto at the pinned commit.","explicitly reuses an existing animation","MOVE_EXPLOSION","direct Platinum/base-era DS reuse","","","reuse the vanilla Platinum animation","Elite Redux references an official Gen 1–4 move animation already present in the Platinum base game.","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"MOVE_BALL_TOSS","Ball Toss","Ball Toss","Pokemon Elite Redux","Elite-Redux/er-config","e32616fea6ccf5245096d8d7eeb54f0f5ac0b2a7","MoveList.textproto","Normal","Physical","90","100","15","Throws a ball forward. 20% flinch chance","0 (normal priority)","One target","No","mirror-move-affected;throwing","No separate chance field","","","","","","","","Throws a ball forward. 20% flinch chance","","complete","Source-verified against Elite Redux MoveList.textproto at the pinned commit.","explicitly reuses an existing animation","MOVE_BARRAGE","direct Platinum/base-era DS reuse","","","reuse the vanilla Platinum animation","Elite Redux references an official Gen 1–4 move animation already present in the Platinum base game.","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"MOVE_PARTY_FAVORS","Party Favors","Party Favors","Pokemon Elite Redux","Elite-Redux/er-config","e32616fea6ccf5245096d8d7eeb54f0f5ac0b2a7","MoveList.textproto","Fairy","Physical","60","100","10","Heals you and your ally by 25% and does damage.","0 (normal priority)","One target","No","mirror-move-affected;throwing","No separate chance field","","","","","","","","Heals you and your ally by 25% and does damage.","","complete","Source-verified against Elite Redux MoveList.textproto at the pinned commit.","explicitly reuses an existing animation","MOVE_CELEBRATE","direct hg-engine DS reuse","animations/hg-engine/gen6/609.s","609","reuse referenced DS animation","Elite Redux reuses MOVE_CELEBRATE; matching Gen 6 hg-engine animation is already stored in this repository.","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"MOVE_SHOT_PUT","Shot Put","Shot Put","Pokemon Elite Redux","Elite-Redux/er-config","e32616fea6ccf5245096d8d7eeb54f0f5ac0b2a7","MoveList.textproto","Steel","Physical","85","100","15","Deals 85 base-power physical Steel-type damage. The source description gives it a 30% chance to lower the target's Speed by 1 stage. It is flagged as a throwing move.","0 (normal priority)","One target","No","mirror-move-affected;throwing","No separate chance field","","","","","","","","Throws a heavy sphere. 30% to lower speed.","","complete","Source-verified against Elite Redux MoveList.textproto at the pinned commit.","explicitly reuses an existing animation","MOVE_BARRAGE","direct Platinum/base-era DS reuse","","","reuse the vanilla Platinum animation","Elite Redux references an official Gen 1–4 move animation already present in the Platinum base game.","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"MOVE_BLOCK_DROPPER","Block Dropper","Block Dropper","Pokemon Elite Redux","Elite-Redux/er-config","e32616fea6ccf5245096d8d7eeb54f0f5ac0b2a7","MoveList.textproto","Ground","Physical","25","100","15","Drops 2 to 5 blocks onto the target.","0 (normal priority)","One target","No","mirror-move-affected;throwing","No separate chance field","","","","","","","","Drops 2 to 5 blocks onto the target.","","complete","Source-verified against Elite Redux MoveList.textproto at the pinned commit.","explicitly reuses an existing animation","MOVE_BARRAGE","direct Platinum/base-era DS reuse","","","reuse the vanilla Platinum animation","Elite Redux references an official Gen 1–4 move animation already present in the Platinum base game.","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"MOVE_SABER_SLASHES","Saber Slashes","Saber Slashes","Pokemon Elite Redux","Elite-Redux/er-config","e32616fea6ccf5245096d8d7eeb54f0f5ac0b2a7","MoveList.textproto","Fire","Physical","35","100","10","Hits twice. Uses elec. or fire based on effectiveness.","0 (normal priority)","One target","No","mirror-move-affected;keen-edge;dual-type-effect","No separate chance field","","","","","","","","Hits twice. Uses elec. or fire based on effectiveness.","","complete","Source-verified against Elite Redux MoveList.textproto at the pinned commit.","explicitly reuses an existing animation","MOVE_FIRE_LASH","direct hg-engine DS reuse","animations/hg-engine/gen7/683.s","683","reuse referenced DS animation","Elite Redux reuses MOVE_FIRE_LASH; matching Gen 7 hg-engine animation is already stored in this repository.","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
