"move_id","move_name","type","category","source_animation_reference","ds_animation_class","ds_animation_path","ds_move_id","port_action","notes"
"INSTANTWHISTLE","Instant Whistle","Sound","Status","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen7/674.s","674","Reuse Spotlight (MOVE_SPOTLIGHT) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Spotlight. Confidence: manual-rescue. Basis: move type/category plus name/effect/tag similarity; manually selected for custom/unknown source typing. This is an assigned DS-native visual, not claimed as the source game's original animation."
"DISCORDANTSHRIEK","Discordant Shriek","Sound","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen6/589.s","589","Reuse Boomburst (MOVE_BOOMBURST) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Boomburst. Confidence: manual-rescue. Basis: move type/category plus name/effect/tag similarity; manually selected for custom/unknown source typing. This is an assigned DS-native visual, not claimed as the source game's original animation."
"HEARTBEAT","Heart Beat","Sound","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen9/863.s","863","Reuse Population Bomb (MOVE_POPULATION_BOMB) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Population Bomb. Confidence: manual-rescue. Basis: move type/category plus name/effect/tag similarity; manually selected for custom/unknown source typing. This is an assigned DS-native visual, not claimed as the source game's original animation."
"AUDIOBREAK","Audio Break","Sound","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen9/876.s","876","Reuse Raging Bull (MOVE_RAGING_BULL) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Raging Bull. Confidence: medium. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"SERENEWAVE","Serene Wave","Normal","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen9/854.s","854","Reuse Tera Blast (MOVE_TERA_BLAST) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Tera Blast. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"FURIOUSPUMMELING","Furious Pummeling","Normal","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen9/876.s","876","Reuse Raging Bull (MOVE_RAGING_BULL) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Raging Bull. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"ROUNDABOUT","Roundabout","Normal","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen9/890.s","890","Reuse Hyper Drill (MOVE_HYPER_DRILL) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Hyper Drill. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"DESERTWHIRL","Desert Whirl","Ground","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/851.s","851","Reuse SandsearStorm (MOVE_SANDSEAR_STORM) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: SandsearStorm. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"HOARFROSTTIDE","Hoarfrost Tide","Water","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen9/889.s","889","Reuse Chilling Water (MOVE_CHILLING_WATER) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Chilling Water. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"MANAFANGS","Mana Fangs","Dragon","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/802.s","802","Reuse Scale Shot (MOVE_SCALE_SHOT) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Scale Shot. Confidence: medium. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"MERCURIANTRAP","Mercurian Trap","Steel","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen9/877.s","877","Reuse Make It Rain (MOVE_MAKE_IT_RAIN) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Make It Rain. Confidence: medium. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"RAIDERTONITRUS","Raider Tonitrus","Electric","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen5/553.s","553","Reuse Bolt Strike (MOVE_BOLT_STRIKE) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Bolt Strike. Confidence: medium. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"SINGESLAYER","Singe Slayer","Fighting","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/846.s","846","Reuse Triple Arrows (MOVE_TRIPLE_ARROWS) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Triple Arrows. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"HUNTERSWILDS","Hunter's Wilds","Grass","Status","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen6/599.s","599","Reuse Spiky Shield (MOVE_SPIKY_SHIELD) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Spiky Shield. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"TERIUMPALM","Terium Palm","Psychic","Status","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen5/473.s","473","Reuse Guard Split (MOVE_GUARD_SPLIT) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Guard Split. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"TERRESTRIALCLAW","Terrestrial Claw","Dragon","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/802.s","802","Reuse Scale Shot (MOVE_SCALE_SHOT) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Scale Shot. Confidence: medium. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"TRITIUMCANNON","Tritium Cannon","Fire","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen9/893.s","893","Reuse Armor Cannon (MOVE_ARMOR_CANNON) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Armor Cannon. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"WHITEWRAITHS","White Wraiths","Ghost","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen6/569.s","569","Reuse Phantom Force (MOVE_PHANTOM_FORCE) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Phantom Force. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"SOULSUCKER","Soul Sucker","Ghost","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen7/711.s","711","Reuse Shadow Bone (MOVE_SHADOW_BONE) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Shadow Bone. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"SPECTRALHORDE","Spectral Horde","Ghost","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen7/717.s","717","Reuse Moongeist Beam (MOVE_MOONGEIST_BEAM) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Moongeist Beam. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"SHATTERBLADE","Shatterblade","Ice","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/816.s","816","Reuse Triple Axel (MOVE_TRIPLE_AXEL) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Triple Axel. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"PYROCLASTICSWEEP","Pyroclastic Sweep","Fire","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen7/683.s","683","Reuse Fire Lash (MOVE_FIRE_LASH) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Fire Lash. Confidence: medium. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"TORBIDVINESTORM","Torbid Vinestorm","Grass","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen5/523.s","523","Reuse Grass Pledge (MOVE_GRASS_PLEDGE) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Grass Pledge. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"ARMAMENTSTRIKE","Armament Strike","Steel","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen7/716.s","716","Reuse Sunsteel Strike (MOVE_SUNSTEEL_STRIKE) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Sunsteel Strike. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"HANABIDANCE","Hanabi Dance","Fairy","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/770.s","770","Reuse Max Starfall (MOVE_MAX_STARFALL) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Max Starfall. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"IADOSGUARD","Iado's Guard","Steel","Status","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen6/591.s","591","Reuse King’s Shield (MOVE_KINGS_SHIELD) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: King’s Shield. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"VENAMSKISS","Venam's Kiss","Poison","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/842.s","842","Reuse Barb Barrage (MOVE_BARB_BARRAGE) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Barb Barrage. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"GALESTRIKE","Gale Strike","Fighting","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen6/563.s","563","Reuse Flying Press (MOVE_FLYING_PRESS) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Flying Press. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"MULTIPULSE","Multipulse","Normal","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/808.s","808","Reuse Terrain Pulse (MOVE_TERRAIN_PULSE) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Terrain Pulse. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"SPECTRALSCREAM","Spectral Scream","Ghost","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/844.s","844","Reuse Bitter Malice (MOVE_BITTER_MALICE) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Bitter Malice. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"AQUABATICS","Aquabatics","Water","Status","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen5/490.s","490","Reuse Soak (MOVE_SOAK) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Soak. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"BARBEDWEB","Barbed Web","Bug","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen6/568.s","568","Reuse Fell Stinger (MOVE_FELL_STINGER) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Fell Stinger. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"COLDTRUTH","Cold Truth","Ice","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen6/576.s","576","Reuse Freeze-Dry (MOVE_FREEZE_DRY) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Freeze-Dry. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"FEVERPITCH","Fever Pitch","Fire","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen9/874.s","874","Reuse Torch Song (MOVE_TORCH_SONG) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Torch Song. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"THUNDERRAID","Thunder Raid","Electric","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen7/732.s","732","Reuse Zippy Zap (MOVE_ZIPPY_ZAP) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Zippy Zap. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"UPROOT","Uproot","Grass","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen9/905.s","905","Reuse Matcha Gotcha (MOVE_MATCHA_GOTCHA) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Matcha Gotcha. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"BUNRAKUBEATDOWN","Bunraku Beatdown","Psychic","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen9/920.s","920","Reuse Psychic Noise (MOVE_PSYCHIC_NOISE) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Psychic Noise. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"HEAVENLYWING","Heavenly Wing","Flying","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen7/734.s","734","Reuse Floaty Fall (MOVE_FLOATY_FALL) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Floaty Fall. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"MATRIXSHOT","Matrix Shot","Rock","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen6/594.s","594","Reuse Diamond Storm (MOVE_DIAMOND_STORM) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Diamond Storm. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"DESERTSMARK","Desert's Mark","Ground","Status","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen7/662.s","662","Reuse Shore Up (MOVE_SHORE_UP) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Shore Up. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"ULTRAMEGADEATH","Super Ultra Mega Death Move","Steel","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen7/641.s","641","Reuse Corkscrew Crash (MOVE_CORKSCREW_CRASH_PHYSICAL) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Corkscrew Crash. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"DECIMATION","Decimation","Dark","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen5/542.s","542","Reuse Night Daze (MOVE_NIGHT_DAZE) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Night Daze. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"PYROKINESIS","Pyrokinesis","Psychic","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/824.s","824","Reuse Freezing Glare (MOVE_FREEZING_GLARE) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Freezing Glare. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"ALPHASHOT","Alpha Shot","Normal","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen5/549.s","549","Reuse Techno Blast (MOVE_TECHNO_BLAST) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Techno Blast. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"GILDEDARROW","Gilded Arrow","Normal","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen5/549.s","549","Reuse Techno Blast (MOVE_TECHNO_BLAST) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Techno Blast. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"GILDEDHELIX","Gilded Helix","Normal","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen5/549.s","549","Reuse Techno Blast (MOVE_TECHNO_BLAST) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Techno Blast. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"POISONSWEEP","Poison Sweep","Poison","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/842.s","842","Reuse Barb Barrage (MOVE_BARB_BARRAGE) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Barb Barrage. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"STACKINGSHOT","Stacking Shot","Fighting","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen6/615.s","615","Reuse Power-Up Punch (MOVE_POWER_UP_PUNCH) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Power-Up Punch. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"IRRITATION","Irritation","Bug","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen5/525.s","525","Reuse Struggle Bug (MOVE_STRUGGLE_BUG) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Struggle Bug. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"MAGMADRIFT","Magma Drift","Fire","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen5/522.s","522","Reuse Fire Pledge (MOVE_FIRE_PLEDGE) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Fire Pledge. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"DELUGE","Deluge","Water","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/758.s","758","Reuse Fishious Rend (MOVE_FISHIOUS_REND) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Fishious Rend. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"MUDBARRAGE","Mud Barrage","Ground","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/818.s","818","Reuse Scorching Sands (MOVE_SCORCHING_SANDS) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Scorching Sands. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"SLASHANDBURN","Slash and Burn","Grass","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen7/672.s","672","Reuse Solar Blade (MOVE_SOLAR_BLADE) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Solar Blade. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"ARENITEWALL","Arenite Wall","Ground","Status","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen7/662.s","662","Reuse Shore Up (MOVE_SHORE_UP) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Shore Up. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"QUICKSILVERSPEAR","Quicksilver Spear","Steel","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen9/862.s","862","Reuse Spin Out (MOVE_SPIN_OUT) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Spin Out. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"SPARKLEON","Sparkle On","Fairy","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen9/903.s","903","Reuse Magical Torque (MOVE_MAGICAL_TORQUE) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Magical Torque. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"SOLARFLARE","Solar Flare","Fire","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/783.s","783","Reuse Pyro Ball (MOVE_PYRO_BALL) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Pyro Ball. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"HOARFROSTMOON","Hoarfrost Moon","Ice","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen7/742.s","742","Reuse Freezy Frost (MOVE_FREEZY_FROST) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Freezy Frost. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"HEXINGSLASH","Hexing Slash","Ghost","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen7/702.s","702","Reuse 7-Star Strike (MOVE_SOUL_STEALING_7_STAR_STRIKE) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: 7-Star Strike. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"WAKEUPSHOCK","Wake-Up Shock","Electric","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen7/719.s","719","Reuse Zing Zap (MOVE_ZING_ZAP) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Zing Zap. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"VILEASSAULT","Vile Assault","Poison","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/830.s","830","Reuse Dire Claw (MOVE_DIRE_CLAW) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Dire Claw. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"ETHEREALTEMPEST","Ethereal Tempest","Flying","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen5/545.s","545","Reuse Hurricane (MOVE_HURRICANE) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Hurricane. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"MIRRORBEAM","Mirror Beam","Steel","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/799.s","799","Reuse Steel Beam (MOVE_STEEL_BEAM) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Steel Beam. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"PROBOPOG","Probopass PogChampion","Normal","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen9/909.s","909","Reuse Tera Starstorm (MOVE_TERA_STARSTORM) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Tera Starstorm. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"UNLEASHEDPOWER","Unleashed Power","Qmarks","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/798.s","798","Reuse Eternabeam (MOVE_ETERNABEAM) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Eternabeam. Confidence: manual-rescue. Basis: move type/category plus name/effect/tag similarity; manually selected for custom/unknown source typing. This is an assigned DS-native visual, not claimed as the source game's original animation."
"BLINDINGSPEED","Blinding Speed","Qmarks","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen7/712.s","712","Reuse Accelerock (MOVE_ACCELEROCK) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Accelerock. Confidence: medium. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"ELYSIANSHIELD","Elysian Shield","Fairy","Status","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen6/581.s","581","Reuse Crafty Shield (MOVE_CRAFTY_SHIELD) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Crafty Shield. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"CHTHONICMALADY","Chthonic Malady","Shadow","Status","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen5/472.s","472","Reuse Wide Guard (MOVE_WIDE_GUARD) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Wide Guard. Confidence: medium. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"DOMAINSHIFT","Domain Shift","Qmarks","Status","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen5/481.s","481","Reuse Magic Room (MOVE_MAGIC_ROOM) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Magic Room. Confidence: manual-rescue. Basis: move type/category plus name/effect/tag similarity; manually selected for custom/unknown source typing. This is an assigned DS-native visual, not claimed as the source game's original animation."
"CORALBREAK","Coral Break","Water","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen5/506.s","506","Reuse Scald (MOVE_SCALD) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Scald. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
