move_id,move_constant,generation,effect_id,effect_constant,effect_script,upstream_flag_unimplemented,source_commit
607,MOVE_ELECTRIC_TERRAIN,Gen 6,294,MOVE_EFFECT_APPLY_TERRAINS,mechanics/hg-engine/effects/effect_script_0294_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
608,MOVE_DAZZLING_GLEAM,Gen 6,0,MOVE_EFFECT_HIT,mechanics/hg-engine/effects/effect_script_0000_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
609,MOVE_CELEBRATE,Gen 6,85,MOVE_EFFECT_DO_NOTHING,mechanics/hg-engine/effects/effect_script_0085_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
610,MOVE_HOLD_HANDS,Gen 6,85,MOVE_EFFECT_DO_NOTHING,mechanics/hg-engine/effects/effect_script_0085_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
611,MOVE_BABY_DOLL_EYES,Gen 6,18,MOVE_EFFECT_ATK_DOWN,mechanics/hg-engine/effects/effect_script_0018_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
612,MOVE_NUZZLE,Gen 6,6,MOVE_EFFECT_PARALYZE_HIT,mechanics/hg-engine/effects/effect_script_0006_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
613,MOVE_HOLD_BACK,Gen 6,101,MOVE_EFFECT_LEAVE_WITH_1_HP,mechanics/hg-engine/effects/effect_script_0101_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
614,MOVE_INFESTATION,Gen 6,42,MOVE_EFFECT_BIND_HIT,mechanics/hg-engine/effects/effect_script_0042_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
615,MOVE_POWER_UP_PUNCH,Gen 6,139,MOVE_EFFECT_RAISE_ATTACK_HIT,mechanics/hg-engine/effects/effect_script_0139_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
616,MOVE_OBLIVION_WING,Gen 6,347,MOVE_EFFECT_RECOVER_THREE_QUARTERS_DAMAGE_DEALT,mechanics/hg-engine/effects/effect_script_0347_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
617,MOVE_THOUSAND_ARROWS,Gen 6,406,MOVE_EFFECT_SMACK_DOWN,mechanics/hg-engine/effects/effect_script_0406_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
618,MOVE_THOUSAND_WAVES,Gen 6,351,MOVE_EFFECT_PREVENT_ESCAPE_HIT,mechanics/hg-engine/effects/effect_script_0351_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
619,MOVE_LANDS_WRATH,Gen 6,0,MOVE_EFFECT_HIT,mechanics/hg-engine/effects/effect_script_0000_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
620,MOVE_LIGHT_OF_RUIN,Gen 6,269,MOVE_EFFECT_RECOIL_HALF,mechanics/hg-engine/effects/effect_script_0269_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
621,MOVE_ORIGIN_PULSE,Gen 6,0,MOVE_EFFECT_HIT,mechanics/hg-engine/effects/effect_script_0000_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
622,MOVE_PRECIPICE_BLADES,Gen 6,0,MOVE_EFFECT_HIT,mechanics/hg-engine/effects/effect_script_0000_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
623,MOVE_DRAGON_ASCENT,Gen 6,229,MOVE_EFFECT_USER_DEF_SP_DEF_DOWN_HIT,mechanics/hg-engine/effects/effect_script_0229_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
624,MOVE_HYPERSPACE_FURY,Gen 6,343,MOVE_EFFECT_USER_DEF_DOWN_HIT_REMOVE_PROTECT,mechanics/hg-engine/effects/effect_script_0343_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
625,MOVE_BREAKNECK_BLITZ_PHYSICAL,Gen 7,0,MOVE_EFFECT_HIT,mechanics/hg-engine/effects/effect_script_0000_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
626,MOVE_BREAKNECK_BLITZ_SPECIAL,Gen 7,0,MOVE_EFFECT_HIT,mechanics/hg-engine/effects/effect_script_0000_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
627,MOVE_ALL_OUT_PUMMELING_PHYSICAL,Gen 7,0,MOVE_EFFECT_HIT,mechanics/hg-engine/effects/effect_script_0000_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
628,MOVE_ALL_OUT_PUMMELING_SPECIAL,Gen 7,0,MOVE_EFFECT_HIT,mechanics/hg-engine/effects/effect_script_0000_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
629,MOVE_SUPERSONIC_SKYSTRIKE_PHYSICAL,Gen 7,0,MOVE_EFFECT_HIT,mechanics/hg-engine/effects/effect_script_0000_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
630,MOVE_SUPERSONIC_SKYSTRIKE_SPECIAL,Gen 7,0,MOVE_EFFECT_HIT,mechanics/hg-engine/effects/effect_script_0000_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
631,MOVE_ACID_DOWNPOUR_PHYSICAL,Gen 7,0,MOVE_EFFECT_HIT,mechanics/hg-engine/effects/effect_script_0000_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
632,MOVE_ACID_DOWNPOUR_SPECIAL,Gen 7,0,MOVE_EFFECT_HIT,mechanics/hg-engine/effects/effect_script_0000_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
633,MOVE_TECTONIC_RAGE_PHYSICAL,Gen 7,0,MOVE_EFFECT_HIT,mechanics/hg-engine/effects/effect_script_0000_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
634,MOVE_TECTONIC_RAGE_SPECIAL,Gen 7,0,MOVE_EFFECT_HIT,mechanics/hg-engine/effects/effect_script_0000_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
635,MOVE_CONTINENTAL_CRUSH_PHYSICAL,Gen 7,0,MOVE_EFFECT_HIT,mechanics/hg-engine/effects/effect_script_0000_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
636,MOVE_CONTINENTAL_CRUSH_SPECIAL,Gen 7,0,MOVE_EFFECT_HIT,mechanics/hg-engine/effects/effect_script_0000_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
637,MOVE_SAVAGE_SPIN_OUT_PHYSICAL,Gen 7,0,MOVE_EFFECT_HIT,mechanics/hg-engine/effects/effect_script_0000_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
638,MOVE_SAVAGE_SPIN_OUT_SPECIAL,Gen 7,0,MOVE_EFFECT_HIT,mechanics/hg-engine/effects/effect_script_0000_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
639,MOVE_NEVER_ENDING_NIGHTMARE_PHYSICAL,Gen 7,0,MOVE_EFFECT_HIT,mechanics/hg-engine/effects/effect_script_0000_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
640,MOVE_NEVER_ENDING_NIGHTMARE_SPECIAL,Gen 7,0,MOVE_EFFECT_HIT,mechanics/hg-engine/effects/effect_script_0000_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
641,MOVE_CORKSCREW_CRASH_PHYSICAL,Gen 7,0,MOVE_EFFECT_HIT,mechanics/hg-engine/effects/effect_script_0000_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
642,MOVE_CORKSCREW_CRASH_SPECIAL,Gen 7,0,MOVE_EFFECT_HIT,mechanics/hg-engine/effects/effect_script_0000_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
643,MOVE_INFERNO_OVERDRIVE_PHYSICAL,Gen 7,0,MOVE_EFFECT_HIT,mechanics/hg-engine/effects/effect_script_0000_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
644,MOVE_INFERNO_OVERDRIVE_SPECIAL,Gen 7,0,MOVE_EFFECT_HIT,mechanics/hg-engine/effects/effect_script_0000_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
645,MOVE_HYDRO_VORTEX_PHYSICAL,Gen 7,0,MOVE_EFFECT_HIT,mechanics/hg-engine/effects/effect_script_0000_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
646,MOVE_HYDRO_VORTEX_SPECIAL,Gen 7,0,MOVE_EFFECT_HIT,mechanics/hg-engine/effects/effect_script_0000_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
647,MOVE_BLOOM_DOOM_PHYSICAL,Gen 7,0,MOVE_EFFECT_HIT,mechanics/hg-engine/effects/effect_script_0000_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
648,MOVE_BLOOM_DOOM_SPECIAL,Gen 7,0,MOVE_EFFECT_HIT,mechanics/hg-engine/effects/effect_script_0000_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
649,MOVE_GIGAVOLT_HAVOC_PHYSICAL,Gen 7,0,MOVE_EFFECT_HIT,mechanics/hg-engine/effects/effect_script_0000_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
650,MOVE_GIGAVOLT_HAVOC_SPECIAL,Gen 7,0,MOVE_EFFECT_HIT,mechanics/hg-engine/effects/effect_script_0000_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
651,MOVE_SHATTERED_PSYCHE_PHYSICAL,Gen 7,0,MOVE_EFFECT_HIT,mechanics/hg-engine/effects/effect_script_0000_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
652,MOVE_SHATTERED_PSYCHE_SPECIAL,Gen 7,0,MOVE_EFFECT_HIT,mechanics/hg-engine/effects/effect_script_0000_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
653,MOVE_SUBZERO_SLAMMER_PHYSICAL,Gen 7,0,MOVE_EFFECT_HIT,mechanics/hg-engine/effects/effect_script_0000_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
654,MOVE_SUBZERO_SLAMMER_SPECIAL,Gen 7,0,MOVE_EFFECT_HIT,mechanics/hg-engine/effects/effect_script_0000_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
655,MOVE_DEVASTATING_DRAKE_PHYSICAL,Gen 7,0,MOVE_EFFECT_HIT,mechanics/hg-engine/effects/effect_script_0000_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
656,MOVE_DEVASTATING_DRAKE_SPECIAL,Gen 7,0,MOVE_EFFECT_HIT,mechanics/hg-engine/effects/effect_script_0000_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
657,MOVE_BLACK_HOLE_ECLIPSE_PHYSICAL,Gen 7,0,MOVE_EFFECT_HIT,mechanics/hg-engine/effects/effect_script_0000_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
658,MOVE_BLACK_HOLE_ECLIPSE_SPECIAL,Gen 7,0,MOVE_EFFECT_HIT,mechanics/hg-engine/effects/effect_script_0000_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
659,MOVE_TWINKLE_TACKLE_PHYSICAL,Gen 7,0,MOVE_EFFECT_HIT,mechanics/hg-engine/effects/effect_script_0000_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
660,MOVE_TWINKLE_TACKLE_SPECIAL,Gen 7,0,MOVE_EFFECT_HIT,mechanics/hg-engine/effects/effect_script_0000_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
661,MOVE_CATASTROPIKA,Gen 7,0,MOVE_EFFECT_HIT,mechanics/hg-engine/effects/effect_script_0000_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
662,MOVE_SHORE_UP,Gen 7,132,MOVE_EFFECT_HEAL_HALF_DIFFERENT_IN_WEATHER,mechanics/hg-engine/effects/effect_script_0132_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
663,MOVE_FIRST_IMPRESSION,Gen 7,373,MOVE_EFFECT_FIRST_TURN_ONLY,mechanics/hg-engine/effects/effect_script_0373_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
664,MOVE_BANEFUL_BUNKER,Gen 7,111,MOVE_EFFECT_PROTECT,mechanics/hg-engine/effects/effect_script_0111_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
665,MOVE_SPIRIT_SHACKLE,Gen 7,351,MOVE_EFFECT_PREVENT_ESCAPE_HIT,mechanics/hg-engine/effects/effect_script_0351_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
666,MOVE_DARKEST_LARIAT,Gen 7,0,MOVE_EFFECT_HIT,mechanics/hg-engine/effects/effect_script_0000_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
667,MOVE_SPARKLING_ARIA,Gen 7,0,MOVE_EFFECT_HIT,mechanics/hg-engine/effects/effect_script_0000_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
668,MOVE_ICE_HAMMER,Gen 7,218,MOVE_EFFECT_USER_SPEED_DOWN_HIT,mechanics/hg-engine/effects/effect_script_0218_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
669,MOVE_FLORAL_HEALING,Gen 7,0,MOVE_EFFECT_HIT,mechanics/hg-engine/effects/effect_script_0000_*.s,yes,398a3020943f1ae98987e5b12b73d9086bbba3ce
670,MOVE_HIGH_HORSEPOWER,Gen 7,0,MOVE_EFFECT_HIT,mechanics/hg-engine/effects/effect_script_0000_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
671,MOVE_STRENGTH_SAP,Gen 7,378,MOVE_EFFECT_STRENGTH_SAP,mechanics/hg-engine/effects/effect_script_0378_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
672,MOVE_SOLAR_BLADE,Gen 7,151,MOVE_EFFECT_CHARGE_TURN_SUN_SKIPS,mechanics/hg-engine/effects/effect_script_0151_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
673,MOVE_LEAFAGE,Gen 7,0,MOVE_EFFECT_HIT,mechanics/hg-engine/effects/effect_script_0000_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
674,MOVE_SPOTLIGHT,Gen 7,172,MOVE_EFFECT_MAKE_GLOBAL_TARGET,mechanics/hg-engine/effects/effect_script_0172_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
675,MOVE_TOXIC_THREAD,Gen 7,359,MOVE_EFFECT_TOXIC_THREAD,mechanics/hg-engine/effects/effect_script_0359_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
676,MOVE_LASER_FOCUS,Gen 7,399,MOVE_EFFECT_LASER_FOCUS,mechanics/hg-engine/effects/effect_script_0399_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
677,MOVE_GEAR_UP,Gen 7,0,MOVE_EFFECT_HIT,mechanics/hg-engine/effects/effect_script_0000_*.s,yes,398a3020943f1ae98987e5b12b73d9086bbba3ce
678,MOVE_THROAT_CHOP,Gen 7,401,MOVE_EFFECT_THROAT_CHOP,mechanics/hg-engine/effects/effect_script_0401_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
679,MOVE_POLLEN_PUFF,Gen 7,380,MOVE_EFFECT_POLLEN_PUFF,mechanics/hg-engine/effects/effect_script_0380_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
680,MOVE_ANCHOR_SHOT,Gen 7,351,MOVE_EFFECT_PREVENT_ESCAPE_HIT,mechanics/hg-engine/effects/effect_script_0351_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
681,MOVE_PSYCHIC_TERRAIN,Gen 7,294,MOVE_EFFECT_APPLY_TERRAINS,mechanics/hg-engine/effects/effect_script_0294_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
682,MOVE_LUNGE,Gen 7,68,MOVE_EFFECT_LOWER_ATTACK_HIT,mechanics/hg-engine/effects/effect_script_0068_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
683,MOVE_FIRE_LASH,Gen 7,69,MOVE_EFFECT_LOWER_DEFENSE_HIT,mechanics/hg-engine/effects/effect_script_0069_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
684,MOVE_POWER_TRIP,Gen 7,0,MOVE_EFFECT_HIT,mechanics/hg-engine/effects/effect_script_0000_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
685,MOVE_BURN_UP,Gen 7,393,MOVE_EFFECT_REMOVE_USER_FIRE_TYPE_HIT,mechanics/hg-engine/effects/effect_script_0393_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
686,MOVE_SPEED_SWAP,Gen 7,0,MOVE_EFFECT_HIT,mechanics/hg-engine/effects/effect_script_0000_*.s,yes,398a3020943f1ae98987e5b12b73d9086bbba3ce
687,MOVE_SMART_STRIKE,Gen 7,17,MOVE_EFFECT_BYPASS_ACCURACY,mechanics/hg-engine/effects/effect_script_0017_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
688,MOVE_PURIFY,Gen 7,0,MOVE_EFFECT_HIT,mechanics/hg-engine/effects/effect_script_0000_*.s,yes,398a3020943f1ae98987e5b12b73d9086bbba3ce
689,MOVE_REVELATION_DANCE,Gen 7,0,MOVE_EFFECT_HIT,mechanics/hg-engine/effects/effect_script_0000_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
690,MOVE_CORE_ENFORCER,Gen 7,0,MOVE_EFFECT_HIT,mechanics/hg-engine/effects/effect_script_0000_*.s,yes,398a3020943f1ae98987e5b12b73d9086bbba3ce
691,MOVE_TROP_KICK,Gen 7,68,MOVE_EFFECT_LOWER_ATTACK_HIT,mechanics/hg-engine/effects/effect_script_0068_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
692,MOVE_INSTRUCT,Gen 7,0,MOVE_EFFECT_HIT,mechanics/hg-engine/effects/effect_script_0000_*.s,yes,398a3020943f1ae98987e5b12b73d9086bbba3ce
693,MOVE_BEAK_BLAST,Gen 7,0,MOVE_EFFECT_HIT,mechanics/hg-engine/effects/effect_script_0000_*.s,yes,398a3020943f1ae98987e5b12b73d9086bbba3ce
694,MOVE_CLANGING_SCALES,Gen 7,342,MOVE_EFFECT_USER_DEF_DOWN_HIT,mechanics/hg-engine/effects/effect_script_0342_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
695,MOVE_DRAGON_HAMMER,Gen 7,0,MOVE_EFFECT_HIT,mechanics/hg-engine/effects/effect_script_0000_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
696,MOVE_BRUTAL_SWING,Gen 7,0,MOVE_EFFECT_HIT,mechanics/hg-engine/effects/effect_script_0000_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
697,MOVE_AURORA_VEIL,Gen 7,377,MOVE_EFFECT_SET_AURORA_VEIL,mechanics/hg-engine/effects/effect_script_0377_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
698,MOVE_SINISTER_ARROW_RAID,Gen 7,0,MOVE_EFFECT_HIT,mechanics/hg-engine/effects/effect_script_0000_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
699,MOVE_MALICIOUS_MOONSAULT,Gen 7,0,MOVE_EFFECT_HIT,mechanics/hg-engine/effects/effect_script_0000_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
700,MOVE_OCEANIC_OPERETTA,Gen 7,0,MOVE_EFFECT_HIT,mechanics/hg-engine/effects/effect_script_0000_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
701,MOVE_GUARDIAN_OF_ALOLA,Gen 7,365,MOVE_EFFECT_QUARTER_HP,mechanics/hg-engine/effects/effect_script_0365_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
702,MOVE_SOUL_STEALING_7_STAR_STRIKE,Gen 7,0,MOVE_EFFECT_HIT,mechanics/hg-engine/effects/effect_script_0000_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
703,MOVE_STOKED_SPARKSURFER,Gen 7,6,MOVE_EFFECT_PARALYZE_HIT,mechanics/hg-engine/effects/effect_script_0006_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
704,MOVE_PULVERIZING_PANCAKE,Gen 7,0,MOVE_EFFECT_HIT,mechanics/hg-engine/effects/effect_script_0000_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
705,MOVE_EXTREME_EVOBOOST,Gen 7,0,MOVE_EFFECT_HIT,mechanics/hg-engine/effects/effect_script_0000_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
706,MOVE_GENESIS_SUPERNOVA,Gen 7,0,MOVE_EFFECT_HIT,mechanics/hg-engine/effects/effect_script_0000_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
707,MOVE_SHELL_TRAP,Gen 7,0,MOVE_EFFECT_HIT,mechanics/hg-engine/effects/effect_script_0000_*.s,yes,398a3020943f1ae98987e5b12b73d9086bbba3ce
708,MOVE_FLEUR_CANNON,Gen 7,204,MOVE_EFFECT_USER_SP_ATK_DOWN_2,mechanics/hg-engine/effects/effect_script_0204_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
709,MOVE_PSYCHIC_FANGS,Gen 7,186,MOVE_EFFECT_REMOVE_SCREENS,mechanics/hg-engine/effects/effect_script_0186_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
710,MOVE_STOMPING_TANTRUM,Gen 7,0,MOVE_EFFECT_HIT,mechanics/hg-engine/effects/effect_script_0000_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
711,MOVE_SHADOW_BONE,Gen 7,69,MOVE_EFFECT_LOWER_DEFENSE_HIT,mechanics/hg-engine/effects/effect_script_0069_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
712,MOVE_ACCELEROCK,Gen 7,103,MOVE_EFFECT_PRIORITY_1,mechanics/hg-engine/effects/effect_script_0103_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
713,MOVE_LIQUIDATION,Gen 7,69,MOVE_EFFECT_LOWER_DEFENSE_HIT,mechanics/hg-engine/effects/effect_script_0069_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
714,MOVE_PRISMATIC_LASER,Gen 7,80,MOVE_EFFECT_RECHARGE_AFTER,mechanics/hg-engine/effects/effect_script_0080_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
715,MOVE_SPECTRAL_THIEF,Gen 7,0,MOVE_EFFECT_HIT,mechanics/hg-engine/effects/effect_script_0000_*.s,yes,398a3020943f1ae98987e5b12b73d9086bbba3ce
716,MOVE_SUNSTEEL_STRIKE,Gen 7,0,MOVE_EFFECT_HIT,mechanics/hg-engine/effects/effect_script_0000_*.s,yes,398a3020943f1ae98987e5b12b73d9086bbba3ce
717,MOVE_MOONGEIST_BEAM,Gen 7,0,MOVE_EFFECT_HIT,mechanics/hg-engine/effects/effect_script_0000_*.s,yes,398a3020943f1ae98987e5b12b73d9086bbba3ce
718,MOVE_TEARFUL_LOOK,Gen 7,362,MOVE_EFFECT_ATK_SP_ATK_DOWN,mechanics/hg-engine/effects/effect_script_0362_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
719,MOVE_ZING_ZAP,Gen 7,31,MOVE_EFFECT_FLINCH_HIT,mechanics/hg-engine/effects/effect_script_0031_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
720,MOVE_NATURES_MADNESS,Gen 7,40,MOVE_EFFECT_HALVE_HP,mechanics/hg-engine/effects/effect_script_0040_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
721,MOVE_MULTI_ATTACK,Gen 7,308,MOVE_EFFECT_MULTI_ATTACK,mechanics/hg-engine/effects/effect_script_0308_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
722,MOVE_10_000_000_VOLT_THUNDERBOLT,Gen 7,0,MOVE_EFFECT_HIT,mechanics/hg-engine/effects/effect_script_0000_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
723,MOVE_MIND_BLOWN,Gen 7,408,MOVE_EFFECT_STEEL_BEAM,mechanics/hg-engine/effects/effect_script_0408_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
724,MOVE_PLASMA_FISTS,Gen 7,392,MOVE_EFFECT_ION_DELUGE_HIT,mechanics/hg-engine/effects/effect_script_0392_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
725,MOVE_PHOTON_GEYSER,Gen 7,0,MOVE_EFFECT_HIT,mechanics/hg-engine/effects/effect_script_0000_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
726,MOVE_LIGHT_THAT_BURNS_THE_SKY,Gen 7,0,MOVE_EFFECT_HIT,mechanics/hg-engine/effects/effect_script_0000_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
727,MOVE_SEARING_SUNRAZE_SMASH,Gen 7,0,MOVE_EFFECT_HIT,mechanics/hg-engine/effects/effect_script_0000_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
728,MOVE_MENACING_MOONRAZE_MAELSTROM,Gen 7,0,MOVE_EFFECT_HIT,mechanics/hg-engine/effects/effect_script_0000_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
729,MOVE_LETS_SNUGGLE_FOREVER,Gen 7,0,MOVE_EFFECT_HIT,mechanics/hg-engine/effects/effect_script_0000_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
730,MOVE_SPLINTERED_STORMSHARDS,Gen 7,0,MOVE_EFFECT_HIT,mechanics/hg-engine/effects/effect_script_0000_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
731,MOVE_CLANGOROUS_SOULBLAZE,Gen 7,140,MOVE_EFFECT_RAISE_ALL_STATS_HIT,mechanics/hg-engine/effects/effect_script_0140_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
732,MOVE_ZIPPY_ZAP,Gen 7,316,MOVE_EFFECT_RAISE_EVA_HIT,mechanics/hg-engine/effects/effect_script_0316_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
733,MOVE_SPLISHY_SPLASH,Gen 7,6,MOVE_EFFECT_PARALYZE_HIT,mechanics/hg-engine/effects/effect_script_0006_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
734,MOVE_FLOATY_FALL,Gen 7,31,MOVE_EFFECT_FLINCH_HIT,mechanics/hg-engine/effects/effect_script_0031_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
735,MOVE_PIKA_PAPOW,Gen 7,121,MOVE_EFFECT_POWER_BASED_ON_FRIENDSHIP,mechanics/hg-engine/effects/effect_script_0121_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
736,MOVE_BOUNCY_BUBBLE,Gen 7,315,MOVE_EFFECT_RECOVER_FULL_DAMAGE_DEALT,mechanics/hg-engine/effects/effect_script_0315_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
737,MOVE_BUZZY_BUZZ,Gen 7,6,MOVE_EFFECT_PARALYZE_HIT,mechanics/hg-engine/effects/effect_script_0006_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
738,MOVE_SIZZLY_SLIDE,Gen 7,4,MOVE_EFFECT_BURN_HIT,mechanics/hg-engine/effects/effect_script_0004_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
739,MOVE_GLITZY_GLOW,Gen 7,311,MOVE_EFFECT_SET_LIGHT_SCREEN_HIT,mechanics/hg-engine/effects/effect_script_0311_*.s,no,398a3020943f1ae98987e5b12b73d9086bbba3ce
