"candidate_index","provisional_ds_id","batch_id","move_id","move_name","type","category","power","accuracy","pp","mechanics_audit_status","animation_class","animation_reference","visual_policy"
"129","1051","BULK03","MOVE_TRANSMUTE","Transmute","Psychic","Special","80","100","5","complete","direct Platinum/base-era DS reuse","MOVE_PSYCHIC","NO_PER_MOVE_VISUAL_DONOR_SPOT_CHECK"
"130","1052","BULK03","MOVE_CLEAR_SKIES","Clear Skies","Normal","Status","","","15","complete","direct Platinum/base-era DS reuse","MOVE_DEFOG","NO_PER_MOVE_VISUAL_DONOR_SPOT_CHECK"
"131","1053","BULK03","MOVE_READY_OR_NOT","Ready or Not","Normal","Physical","80","100","15","complete","direct Platinum/base-era DS reuse","MOVE_ASTONISH","NO_PER_MOVE_VISUAL_DONOR_SPOT_CHECK"
"132","1054","BULK03","MOVE_GIANT_GALE","Giant Gale","Flying","Special","110","100","5","complete","direct hg-engine DS reuse","MOVE_HURRICANE","UNIQUE_DONOR_VISUAL_ONCE_AFTER_PORT"
"133","1055","BULK03","MOVE_VEXING_VOID","Vexing Void","Dark","Special","110","85","5","complete","direct Platinum/base-era DS reuse","MOVE_DARK_VOID","NO_PER_MOVE_VISUAL_DONOR_SPOT_CHECK"
"134","1056","BULK03","MOVE_ECLIPSE","Eclipse","Dark","Special","130","100","5","complete","direct Platinum/base-era DS reuse","MOVE_DARK_VOID","NO_PER_MOVE_VISUAL_DONOR_SPOT_CHECK"
"135","1057","BULK03","MOVE_TAKE_FLIGHT","Take Flight","Flying","Special","60","100","20","complete","direct Platinum/base-era DS reuse","MOVE_U_TURN","NO_PER_MOVE_VISUAL_DONOR_SPOT_CHECK"
"136","1058","BULK03","MOVE_CALTROPS","Caltrops","Steel","Status","","","20","complete","direct Platinum/base-era DS reuse","MOVE_SPIKES","NO_PER_MOVE_VISUAL_DONOR_SPOT_CHECK"
"137","1059","BULK03","MOVE_SAFE_PASSAGE","Safe Passage","Normal","Status","","","20","complete","direct Platinum/base-era DS reuse","MOVE_BATON_PASS","NO_PER_MOVE_VISUAL_DONOR_SPOT_CHECK"
"138","1060","BULK03","MOVE_ESPER_WALTZ","Esper Waltz","Psychic","Special","80","100","10","complete","direct hg-engine DS reuse","MOVE_REVELATION_DANCE","UNIQUE_DONOR_VISUAL_ONCE_AFTER_PORT"
"139","1061","BULK03","MOVE_ZAP_JIVE","Zap Jive","Electric","Special","80","100","10","complete","direct hg-engine DS reuse","MOVE_REVELATION_DANCE","UNIQUE_DONOR_VISUAL_ONCE_AFTER_PORT"
"140","1062","BULK03","MOVE_HEX_TROT","Hex Trot","Ghost","Special","80","100","10","complete","direct hg-engine DS reuse","MOVE_REVELATION_DANCE","UNIQUE_DONOR_VISUAL_ONCE_AFTER_PORT"
"141","1063","BULK03","MOVE_BAD_EGG","Bad Egg","Poison","Special","40","100","10","complete","direct Platinum/base-era DS reuse","MOVE_EGG_BOMB","NO_PER_MOVE_VISUAL_DONOR_SPOT_CHECK"
"142","1064","BULK03","MOVE_DRAGON_JAB","Dragon Jab","Dragon","Physical","80","100","15","complete","direct Platinum/base-era DS reuse","MOVE_MEGAHORN","NO_PER_MOVE_VISUAL_DONOR_SPOT_CHECK"
"143","1065","BULK03","MOVE_ICICLE_IMPALE","Icicle Impale","Ice","Physical","80","100","15","complete","direct Platinum/base-era DS reuse","MOVE_MEGAHORN","NO_PER_MOVE_VISUAL_DONOR_SPOT_CHECK"
"144","1066","BULK03","MOVE_TOXIC_PLUNGE","Toxic Plunge","Poison","Physical","110","100","10","complete","direct hg-engine DS reuse","MOVE_SLUDGE_WAVE","UNIQUE_DONOR_VISUAL_ONCE_AFTER_PORT"
"145","1067","BULK03","MOVE_SHOWTIME","Showtime","Psychic","Status","","","5","complete","direct hg-engine DS reuse","MOVE_MAGIC_ROOM","UNIQUE_DONOR_VISUAL_ONCE_AFTER_PORT"
"146","1068","BULK03","MOVE_BANISHED_POWER","Banished Power","Dark","Special","70","100","10","complete","direct Platinum/base-era DS reuse","MOVE_DARK_PULSE","NO_PER_MOVE_VISUAL_DONOR_SPOT_CHECK"
"147","1069","BULK03","MOVE_TRIPLE_TREMOR","Triple Tremor","Ground","Physical","20","90","10","complete","direct Platinum/base-era DS reuse","MOVE_TRIPLE_KICK","NO_PER_MOVE_VISUAL_DONOR_SPOT_CHECK"
"148","1070","BULK03","MOVE_FIRE_GLAIVE","Fire Glaive","Fire","Physical","85","100","10","complete","direct Platinum/base-era DS reuse","MOVE_FLARE_BLITZ","NO_PER_MOVE_VISUAL_DONOR_SPOT_CHECK"
"149","1071","BULK03","MOVE_DEPLETION_BEAM","Depletion Beam","Dragon","Physical","85","100","10","complete","direct hg-engine DS reuse","MOVE_STEEL_BEAM","UNIQUE_DONOR_VISUAL_ONCE_AFTER_PORT"
"150","1072","BULK03","MOVE_ONE_INCH_PUNCH","One-Inch Punch","Fighting","Physical","90","","10","complete","direct Platinum/base-era DS reuse","MOVE_MEGA_PUNCH","NO_PER_MOVE_VISUAL_DONOR_SPOT_CHECK"
"151","1073","BULK04","MOVE_BERSERKER_HORN","Berserker Horn","Fighting","Physical","85","100","15","complete","direct Platinum/base-era DS reuse","MOVE_MEGAHORN","NO_PER_MOVE_VISUAL_DONOR_SPOT_CHECK"
"152","1074","BULK04","MOVE_ONI_FIST","Oni Fist","Dark","Physical","90","","20","complete","direct Platinum/base-era DS reuse","MOVE_SHADOW_PUNCH","NO_PER_MOVE_VISUAL_DONOR_SPOT_CHECK"
"153","1075","BULK04","MOVE_INSECT_IMPACT","Insect Impact","Bug","Physical","80","100","15","complete","direct Platinum/base-era DS reuse","MOVE_DOUBLE_EDGE","NO_PER_MOVE_VISUAL_DONOR_SPOT_CHECK"
"154","1076","BULK04","MOVE_LIGHTNING_BULLET","Lightning Bullet","Electric","Physical","90","100","15","complete","direct Platinum/base-era DS reuse","MOVE_ZAP_CANNON","NO_PER_MOVE_VISUAL_DONOR_SPOT_CHECK"
"155","1077","BULK04","MOVE_METALLIC_MELODY","Metallic Melody","Steel","Special","85","100","10","complete","direct hg-engine DS reuse","MOVE_BOOMBURST","UNIQUE_DONOR_VISUAL_ONCE_AFTER_PORT"
"156","1078","BULK04","MOVE_BLUE_MOON","Blue Moon","Ice","Special","130","100","5","complete","source explicitly has no reused animation","MOVE_NONE","DEFER_VISUAL_UNTIL_APPROVED"
"157","1079","BULK04","MOVE_FIVE_STAR_FURY","Five-Star Fury","Bug","Physical","15","100","10","complete","source explicitly has no reused animation","MOVE_NONE","DEFER_VISUAL_UNTIL_APPROVED"
"158","1080","BULK04","MOVE_TSUNAMI_HAMMER","Tsunami Hammer","Water","Physical","125","100","5","complete","source explicitly has no reused animation","MOVE_NONE","DEFER_VISUAL_UNTIL_APPROVED"
"159","1081","BULK04","MOVE_SEPTIC_SWITCH","Septic Switch","Poison","Status","","100","20","complete","pending/no source animation linkage","","DEFER_VISUAL_UNTIL_APPROVED"
"160","1082","BULK04","MOVE_WATERLOG","Waterlog","Water","Status","","100","15","complete","direct Platinum/base-era DS reuse","MOVE_WATER_GUN","NO_PER_MOVE_VISUAL_DONOR_SPOT_CHECK"
"161","1083","BULK04","MOVE_INCITE","Incite","Dark","Status","","100","10","complete","source explicitly has no reused animation","MOVE_NONE","DEFER_VISUAL_UNTIL_APPROVED"
"162","1084","BULK04","MOVE_TOXIC_TERRAIN","Toxic Terrain","Poison","Status","","","10","complete","source explicitly has no reused animation","MOVE_NONE","DEFER_VISUAL_UNTIL_APPROVED"
"163","1085","BULK04","MOVE_JETSTREAM_BURST","Jetstream Burst","Flying","Special","120","100","5","complete","source explicitly has no reused animation","MOVE_NONE","DEFER_VISUAL_UNTIL_APPROVED"
"164","1086","BULK04","MOVE_SKY_QUAKE","Sky Quake","Flying","Physical","90","100","15","complete","source explicitly has no reused animation","MOVE_NONE","DEFER_VISUAL_UNTIL_APPROVED"
"165","1087","BULK04","MOVE_SUNSTRIKE","Sunstrike (N)","Fire","Special","60","100","15","complete","direct hg-engine DS reuse","MOVE_SUNSTEEL_STRIKE","UNIQUE_DONOR_VISUAL_ONCE_AFTER_PORT"
"166","1088","BULK04","MOVE_TEMPEST_STORM","Tempest Storm (N)","Electric","Status","","","5","complete","direct Platinum/base-era DS reuse","MOVE_THUNDER","NO_PER_MOVE_VISUAL_DONOR_SPOT_CHECK"
"167","1089","BULK04","MOVE_PRISM_BLAST","Prism Blast","Rock","Special","95","90","5","complete","direct hg-engine DS reuse","MOVE_PRISMATIC_LASER","UNIQUE_DONOR_VISUAL_ONCE_AFTER_PORT"
"168","1090","BULK04","MOVE_SEISMIC_SLAM","Seismic Slam","Ground","Physical","120","100","10","complete","direct Platinum/base-era DS reuse","MOVE_DOUBLE_EDGE","NO_PER_MOVE_VISUAL_DONOR_SPOT_CHECK"
"169","1091","BULK04","MOVE_CHILLER","Chiller","Ice","Physical","30","100","15","complete","direct Platinum/base-era DS reuse","MOVE_ICE_BALL","NO_PER_MOVE_VISUAL_DONOR_SPOT_CHECK"
"170","1092","BULK04","MOVE_SPREAD_BOMB","Spread Bomb","Fire","Physical","90","100","10","complete","direct Platinum/base-era DS reuse","MOVE_EXPLOSION","NO_PER_MOVE_VISUAL_DONOR_SPOT_CHECK"
"171","1093","BULK04","MOVE_BALL_TOSS","Ball Toss","Normal","Physical","90","100","15","complete","direct Platinum/base-era DS reuse","MOVE_BARRAGE","NO_PER_MOVE_VISUAL_DONOR_SPOT_CHECK"
"172","1094","BULK04","MOVE_PARTY_FAVORS","Party Favors","Fairy","Physical","60","100","10","complete","direct hg-engine DS reuse","MOVE_CELEBRATE","UNIQUE_DONOR_VISUAL_ONCE_AFTER_PORT"
"173","1095","BULK04","MOVE_SHOT_PUT","Shot Put","Steel","Physical","85","100","15","complete","direct Platinum/base-era DS reuse","MOVE_BARRAGE","NO_PER_MOVE_VISUAL_DONOR_SPOT_CHECK"
"174","1096","BULK04","MOVE_BLOCK_DROPPER","Block Dropper","Ground","Physical","25","100","15","complete","direct Platinum/base-era DS reuse","MOVE_BARRAGE","NO_PER_MOVE_VISUAL_DONOR_SPOT_CHECK"
"175","1097","BULK04","MOVE_SABER_SLASHES","Saber Slashes","Fire","Physical","35","100","10","complete","direct hg-engine DS reuse","MOVE_FIRE_LASH","UNIQUE_DONOR_VISUAL_ONCE_AFTER_PORT"
"176","1098","BULK04","MOVE_DRAGON_DASH","Dragon Dash","Dragon","Physical","40","100","20","complete","direct Platinum/base-era DS reuse","MOVE_DRAGON_RUSH","NO_PER_MOVE_VISUAL_DONOR_SPOT_CHECK"
"177","1099","BULK04","MOVE_POCKET_SAND","Pocket Sand","Ground","Physical","40","100","20","complete","direct Platinum/base-era DS reuse","MOVE_SAND_ATTACK","NO_PER_MOVE_VISUAL_DONOR_SPOT_CHECK"
"178","1100","BULK04","MOVE_CONCOCTION","Concoction","Grass","Physical","30","100","5","complete","direct hg-engine DS reuse","MOVE_CELEBRATE","UNIQUE_DONOR_VISUAL_ONCE_AFTER_PORT"
"179","1101","BULK04","MOVE_UNSCREW","Hacksaw","Steel","Physical","80","100","15","complete","direct Platinum/base-era DS reuse","MOVE_DISCHARGE","NO_PER_MOVE_VISUAL_DONOR_SPOT_CHECK"
"180","1102","BULK04","MOVE_GODSPEED","Godspeed","Flying","Physical","65","","5","complete","direct Platinum/base-era DS reuse","MOVE_BRAVE_BIRD","NO_PER_MOVE_VISUAL_DONOR_SPOT_CHECK"
"181","1103","BULK04","MOVE_PSYCHO_WAVE","Psycho Wave","Psychic","Special","150","85","5","complete","direct Platinum/base-era DS reuse","MOVE_PSYCHO_BOOST","NO_PER_MOVE_VISUAL_DONOR_SPOT_CHECK"
"182","1104","BULK04","MOVE_ATOMIC_FIRE","Atomic Fire","Fire","Special","120","100","10","complete","direct Platinum/base-era DS reuse","MOVE_FIRE_BLAST","NO_PER_MOVE_VISUAL_DONOR_SPOT_CHECK"
"183","1105","BULK04","MOVE_RAIN_FLUSH","Rain Flush","Water","Special","120","100","5","complete","direct Platinum/base-era DS reuse","MOVE_RAIN_DANCE","NO_PER_MOVE_VISUAL_DONOR_SPOT_CHECK"
"184","1106","BULK04","MOVE_ICE_WALL","Ice Wall","Ice","Physical","70","100","5","complete","direct Platinum/base-era DS reuse","MOVE_BARRIER","NO_PER_MOVE_VISUAL_DONOR_SPOT_CHECK"
"185","1107","BULK04","MOVE_OBSCURED_SHOT","Obscured Shot","Dark","Special","70","100","5","complete","pending/no source animation linkage","","DEFER_VISUAL_UNTIL_APPROVED"
"186","1108","BULK04","MOVE_BLITZ_ARROW","Blitz Arrow","Fighting","Physical","85","100","10","complete","pending/no source animation linkage","","DEFER_VISUAL_UNTIL_APPROVED"
"187","1109","BULK04","MOVE_RUMBLE_KICK","Rumble Kick","Rock","Physical","90","100","15","complete","direct Platinum/base-era DS reuse","MOVE_MEGA_KICK","NO_PER_MOVE_VISUAL_DONOR_SPOT_CHECK"
"188","1110","BULK04","PRIMALSUN","Primal Sun","Fire","Status","","0","5","complete","no source animation evidence","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","DEFER_VISUAL_UNTIL_APPROVED"
"189","1111","BULK04","FROSTWALKER","Frost Walker","Ice","Physical","50","100","20","complete","no source animation evidence","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","DEFER_VISUAL_UNTIL_APPROVED"
"190","1112","BULK04","WAVELASH","Wave Lash","Water","Physical","60","100","20","complete","no source animation evidence","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","DEFER_VISUAL_UNTIL_APPROVED"
"191","1113","BULK04","FIRECRACKERS","Fire Crackers","Fire","Physical","40","100","20","complete","no source animation evidence","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","DEFER_VISUAL_UNTIL_APPROVED"
"192","1114","BULK04","SWIFTSTRIKE","Swift Strike","Fighting","Physical","40","100","30","complete","no source animation evidence","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","DEFER_VISUAL_UNTIL_APPROVED"
"193","1115","BULK04","FANGLEECH","Fang Leech","Dragon","Physical","35","100","25","complete","no source animation evidence","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","DEFER_VISUAL_UNTIL_APPROVED"
"194","1116","BULK04","SHADOWSTEP","Shadow Step","Fighting","Physical","40","100","30","complete","no source animation evidence","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","DEFER_VISUAL_UNTIL_APPROVED"
"195","1117","BULK04","DRUMBEAT","Drum Beat","Sound","Physical","45","100","25","complete","no source animation evidence","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","DEFER_VISUAL_UNTIL_APPROVED"
"196","1118","BULK04","BEATDROP","Beat Drop","Sound","Physical","80","100","10","complete","no source animation evidence","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","DEFER_VISUAL_UNTIL_APPROVED"
"197","1119","BULK04","BLAZINGBULL","Blazing Bull","Fire","Physical","90","100","10","complete","no source animation evidence","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","DEFER_VISUAL_UNTIL_APPROVED"
"198","1120","BULK04","SURGINGBULL","Surging Bull","Water","Physical","90","100","10","complete","no source animation evidence","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","DEFER_VISUAL_UNTIL_APPROVED"
"199","1121","BULK04","ENIGMATICDASH","Enigmatic Dash","Fairy","Physical","50","100","20","complete","no source animation evidence","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","DEFER_VISUAL_UNTIL_APPROVED"
"200","1122","BULK04","BLAZINGSTAMPEDE","Blazing Stampede","Fire","Physical","90","100","15","complete","no source animation evidence","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","DEFER_VISUAL_UNTIL_APPROVED"
"201","1123","BULK05","IRONBARB","Iron Barb","Steel","Physical","40","100","25","complete","no source animation evidence","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","DEFER_VISUAL_UNTIL_APPROVED"
"202","1124","BULK05","KAOLINBASH","Kaolin Bash","Ground","Physical","80","100","8","complete","no source animation evidence","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","DEFER_VISUAL_UNTIL_APPROVED"
"203","1125","BULK05","DIAMONDBREATH","Diamond Breath","Rock","Special","90","90","8","complete","no source animation evidence","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","DEFER_VISUAL_UNTIL_APPROVED"
"204","1126","BULK05","SOVEREIGNEDGE","Sovereign Edge","Steel","Physical","60","100","8","complete","no source animation evidence","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","DEFER_VISUAL_UNTIL_APPROVED"
"205","1127","BULK05","HEATEDREVUP","Heated Rev Up","Fire","Status","","0","5","complete","no source animation evidence","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","DEFER_VISUAL_UNTIL_APPROVED"
"206","1128","BULK05","NIGHTBOUQUET","Night Bouquet","Poison","Special","75","90","15","complete","no source animation evidence","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","DEFER_VISUAL_UNTIL_APPROVED"
"207","1129","BULK05","TRIPLEWHIRLING","Triple Whirling","Psychic","Physical","15","95","10","complete","no source animation evidence","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","DEFER_VISUAL_UNTIL_APPROVED"
"208","1130","BULK05","CODEPOWER","Code:Power","Poison","Physical","80","100","15","complete","no source animation evidence","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","DEFER_VISUAL_UNTIL_APPROVED"
"209","1131","BULK05","CODEQUARANTINE","Code:Quarantine","Electric","Status","","0","10","complete","no source animation evidence","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","DEFER_VISUAL_UNTIL_APPROVED"
"210","1132","BULK05","CODE:INJECTION","Code:Injection","Psychic","Special","70","100","15","complete","no source animation evidence","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","DEFER_VISUAL_UNTIL_APPROVED"
"211","1133","BULK05","DUNEGLIDER","Dune Glider","Ground","Physical","90","100","20","complete","no source animation evidence","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","DEFER_VISUAL_UNTIL_APPROVED"
"212","1134","BULK05","GENEBLASTER","Gene Blaster","Normal","Special","110","100","10","complete","no source animation evidence","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","DEFER_VISUAL_UNTIL_APPROVED"
"213","1135","BULK05","PESTILENCEBURST","Pestilence Burst","Grass","Special","150","100","5","complete","no source animation evidence","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","DEFER_VISUAL_UNTIL_APPROVED"
"214","1136","BULK05","NAZCAPATTERNS","Nazca Patterns","Normal","Special","120","85","5","complete","no source animation evidence","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","DEFER_VISUAL_UNTIL_APPROVED"
"215","1137","BULK05","QUAKINGSPEAR","Quaking Spear","Ground","Physical","80","95","10","complete","no source animation evidence","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","DEFER_VISUAL_UNTIL_APPROVED"
"216","1138","BULK05","STRIDENTSPARK","Strident Spark","Sound","Physical","75","100","10","complete","no source animation evidence","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","DEFER_VISUAL_UNTIL_APPROVED"
"217","1139","BULK05","SPARKLECLUSTER","Sparkle Cluster","Fairy","Physical","110","100","15","complete","no source animation evidence","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","DEFER_VISUAL_UNTIL_APPROVED"
"218","1140","BULK05","SPICYMAW","Spicy Maw","Grass","Physical","60","100","10","complete","no source animation evidence","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","DEFER_VISUAL_UNTIL_APPROVED"
"219","1141","BULK05","SPIRITSPEAR","Spirit Spear","Dragon","Physical","80","100","15","complete","no source animation evidence","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","DEFER_VISUAL_UNTIL_APPROVED"
"220","1142","BULK05","SPLITMASK","Split Mask","Poison","Physical","50","100","10","complete","no source animation evidence","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","DEFER_VISUAL_UNTIL_APPROVED"
"221","1143","BULK05","TETRAJECTILE","Tetrajectile","Fire","Special","35","90","10","complete","no source animation evidence","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","DEFER_VISUAL_UNTIL_APPROVED"
"222","1144","BULK05","VINDUNAR","Vindunar","Flying","Special","100","85","10","complete","no source animation evidence","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","DEFER_VISUAL_UNTIL_APPROVED"
"223","1145","BULK05","WHIRLYHELIX","Whirly Helix","Flying","Physical","1","100","10","complete","no source animation evidence","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","DEFER_VISUAL_UNTIL_APPROVED"
"224","1146","BULK05","RHYTHMICCOMBO","Rhythmic Combo","Sound","Physical","20","90","10","complete","no source animation evidence","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","DEFER_VISUAL_UNTIL_APPROVED"
"225","1147","BULK05","INSTANTWHISTLE","Instant Whistle","Sound","Status","","0","20","complete","no source animation evidence","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","DEFER_VISUAL_UNTIL_APPROVED"
"226","1148","BULK05","DISCORDANTSHRIEK","Discordant Shriek","Sound","Special","120","100","10","complete","no source animation evidence","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","DEFER_VISUAL_UNTIL_APPROVED"
"227","1149","BULK05","HEARTBEAT","Heart Beat","Sound","Physical","25","90","20","complete","no source animation evidence","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","DEFER_VISUAL_UNTIL_APPROVED"
"228","1150","BULK05","AUDIOBREAK","Audio Break","Sound","Physical","60","100","15","complete","no source animation evidence","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","DEFER_VISUAL_UNTIL_APPROVED"
"229","1151","BULK05","SERENEWAVE","Serene Wave","Normal","Special","70","90","10","complete","no source animation evidence","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","DEFER_VISUAL_UNTIL_APPROVED"
"230","1152","BULK05","FURIOUSPUMMELING","Furious Pummeling","Normal","Physical","90","100","20","complete","no source animation evidence","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","DEFER_VISUAL_UNTIL_APPROVED"
"231","1153","BULK05","ROUNDABOUT","Roundabout","Normal","Physical","80","100","20","complete","no source animation evidence","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","DEFER_VISUAL_UNTIL_APPROVED"
"232","1154","BULK05","DESERTWHIRL","Desert Whirl","Ground","Special","95","70","10","complete","no source animation evidence","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","DEFER_VISUAL_UNTIL_APPROVED"
"233","1155","BULK05","HOARFROSTTIDE","Hoarfrost Tide","Water","Special","105","85","5","complete","no source animation evidence","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","DEFER_VISUAL_UNTIL_APPROVED"
"234","1156","BULK05","MANAFANGS","Mana Fangs","Dragon","Physical","60","100","25","complete","no source animation evidence","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","DEFER_VISUAL_UNTIL_APPROVED"
"235","1157","BULK05","MERCURIANTRAP","Mercurian Trap","Steel","Special","110","100","15","complete","no source animation evidence","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","DEFER_VISUAL_UNTIL_APPROVED"
"236","1158","BULK05","RAIDERTONITRUS","Raider Tonitrus","Electric","Special","130","100","5","complete","no source animation evidence","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","DEFER_VISUAL_UNTIL_APPROVED"
"237","1159","BULK05","SINGESLAYER","Singe Slayer","Fighting","Physical","70","100","15","complete","no source animation evidence","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","DEFER_VISUAL_UNTIL_APPROVED"
"238","1160","BULK05","HUNTERSWILDS","Hunter's Wilds","Grass","Status","","100","2","complete","no source animation evidence","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","DEFER_VISUAL_UNTIL_APPROVED"
"239","1161","BULK05","TERIUMPALM","Terium Palm","Psychic","Status","","100","10","complete","no source animation evidence","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","DEFER_VISUAL_UNTIL_APPROVED"
"240","1162","BULK05","TERRESTRIALCLAW","Terrestrial Claw","Dragon","Physical","70","100","10","complete","no source animation evidence","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","DEFER_VISUAL_UNTIL_APPROVED"
"241","1163","BULK05","TRITIUMCANNON","Tritium Cannon","Fire","Special","140","100","5","complete","no source animation evidence","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","DEFER_VISUAL_UNTIL_APPROVED"
"242","1164","BULK05","WHITEWRAITHS","White Wraiths","Ghost","Physical","90","100","5","complete","no source animation evidence","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","DEFER_VISUAL_UNTIL_APPROVED"
"243","1165","BULK05","SOULSUCKER","Soul Sucker","Ghost","Physical","85","100","10","complete","no source animation evidence","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","DEFER_VISUAL_UNTIL_APPROVED"
"244","1166","BULK05","SPECTRALHORDE","Spectral Horde","Ghost","Special","85","90","5","complete","no source animation evidence","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","DEFER_VISUAL_UNTIL_APPROVED"
"245","1167","BULK05","SHATTERBLADE","Shatterblade","Ice","Physical","90","100","10","complete","no source animation evidence","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","DEFER_VISUAL_UNTIL_APPROVED"
"246","1168","BULK05","PYROCLASTICSWEEP","Pyroclastic Sweep","Fire","Physical","150","100","5","complete","no source animation evidence","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","DEFER_VISUAL_UNTIL_APPROVED"
"247","1169","BULK05","TORBIDVINESTORM","Torbid Vinestorm","Grass","Special","100","80","10","complete","no source animation evidence","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","DEFER_VISUAL_UNTIL_APPROVED"
"248","1170","BULK05","ARMAMENTSTRIKE","Armament Strike","Steel","Physical","100","100","5","complete","no source animation evidence","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","DEFER_VISUAL_UNTIL_APPROVED"
"249","1171","BULK05","HANABIDANCE","Hanabi Dance","Fairy","Physical","15","100","20","complete","no source animation evidence","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","DEFER_VISUAL_UNTIL_APPROVED"
"250","1172","BULK05","IADOSGUARD","Iado's Guard","Steel","Status","","0","10","complete","no source animation evidence","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","DEFER_VISUAL_UNTIL_APPROVED"
"251","1173","BULK06","VENAMSKISS","Venam's Kiss","Poison","Physical","75","100","15","complete","no source animation evidence","No per-move animation mapping, animation asset, Animations.rxdata, or BattleAnimation implementation is present in the audited Rejuvenation Wiki Converter source.","DEFER_VISUAL_UNTIL_APPROVED"
"252","1174","BULK06","GALESTRIKE","Gale Strike","Fighting","Physical","60","100","10","complete","no source animation evidence","No per-move animation mapping, animation asset, Animations.rxdata, or BattleAnimation implementation is present in the audited Rejuvenation Wiki Converter source.","DEFER_VISUAL_UNTIL_APPROVED"
